,Open,High,Low,Close,Volume,Close time
0,0.0202,0.027,0.01956,0.02415,303048006.7,2020-07-26 23:59:59.999
1,0.02415,0.02863,0.02175,0.02515,238925747.6,2020-08-02 23:59:59.999
2,0.02504,0.03033,0.02485,0.02937,211512692.2,2020-08-09 23:59:59.999
3,0.02936,0.03789,0.0281,0.03687,398194445.1,2020-08-16 23:59:59.999
4,0.037,0.03724,0.02802,0.02863,180052184.9,2020-08-23 23:59:59.999
5,0.02863,0.03199,0.02641,0.02661,194433112.2,2020-08-30 23:59:59.999
6,0.02661,0.029,0.02055,0.02225,346173859.7,2020-09-06 23:59:59.999
7,0.02224,0.02341,0.0202,0.02129,130080491.0,2020-09-13 23:59:59.999
8,0.02123,0.02976,0.02065,0.02961,326381788.2,2020-09-20 23:59:59.999
9,0.02958,0.03214,0.02298,0.02409,494064313.3,2020-09-27 23:59:59.999
10,0.0241,0.02996,0.02346,0.02647,247904645.1,2020-10-04 23:59:59.999
11,0.02648,0.02673,0.02315,0.02514,99519360.6,2020-10-11 23:59:59.999
12,0.02513,0.02575,0.0226,0.02286,72896252.4,2020-10-18 23:59:59.999
13,0.02281,0.024,0.02072,0.02113,159575642.7,2020-10-25 23:59:59.999
14,0.02113,0.02286,0.01856,0.02054,223194634.0,2020-11-01 23:59:59.999
15,0.02045,0.0223,0.01806,0.02112,187445086.2,2020-11-08 23:59:59.999
16,0.0211,0.0219,0.018,0.01855,153057461.7,2020-11-15 23:59:59.999
17,0.01863,0.024,0.01843,0.02213,351798353.1,2020-11-22 23:59:59.999
18,0.02213,0.03015,0.02046,0.0237,448469183.0,2020-11-29 23:59:59.999
19,0.02381,0.0248,0.02101,0.02172,220099675.5,2020-12-06 23:59:59.999
20,0.02171,0.02215,0.01875,0.0198,212190047.2,2020-12-13 23:59:59.999
21,0.01989,0.02379,0.01926,0.02223,305097016.4,2020-12-20 23:59:59.999
22,0.02221,0.03254,0.01717,0.02655,1087259106.6,2020-12-27 23:59:59.999
23,0.02657,0.03426,0.02383,0.0325,894403434.3,2021-01-03 23:59:59.999
24,0.0325,0.03339,0.02603,0.03022,887739107.1,2021-01-10 23:59:59.999
25,0.03022,0.03033,0.02129,0.02642,531651355.2,2021-01-17 23:59:59.999
26,0.02642,0.02812,0.02199,0.02543,438594750.7,2021-01-24 23:59:59.999
27,0.02546,0.0344,0.02182,0.02838,1125166380.1,2021-01-31 23:59:59.999
28,0.02838,0.04,0.02716,0.03523,837031475.9,2021-02-07 23:59:59.999
29,0.03525,0.069,0.03434,0.05969,1461519228.1,2021-02-14 23:59:59.999
30,0.0598,0.09,0.05125,0.07864,1442290918.2,2021-02-21 23:59:59.999
31,0.0786,0.07878,0.04801,0.05108,908752135.8,2021-02-28 23:59:59.999
32,0.05104,0.06277,0.05062,0.0549,565706744.6,2021-03-07 23:59:59.999
33,0.05514,0.06605,0.05229,0.05863,1103653029.9,2021-03-14 23:59:59.999
34,0.05858,0.08038,0.05335,0.07071,1376547412.9,2021-03-21 23:59:59.999
35,0.07089,0.07546,0.05835,0.06955,798129366.5,2021-03-28 23:59:59.999
36,0.06956,0.09309,0.06696,0.09168,1225808355.8,2021-04-04 23:59:59.999
37,0.09171,0.09598,0.07201,0.08794,997318302.6,2021-04-11 23:59:59.999
38,0.08795,0.165,0.08,0.13309,4232224768.7,2021-04-18 23:59:59.999
39,0.13307,0.17462,0.09512,0.10615,3811173371.4,2021-04-25 23:59:59.999
40,0.10601,0.184,0.10388,0.15733,2377950502.1,2021-05-02 23:59:59.999
41,0.1572,0.16137,0.13077,0.14479,1544908226.7,2021-05-09 23:59:59.999
42,0.14471,0.15198,0.09929,0.11123,1272582788.0,2021-05-16 23:59:59.999
43,0.11158,0.1155,0.04982,0.06203,2131773432.2,2021-05-23 23:59:59.999
44,0.06203,0.07885,0.05397,0.06041,1205995494.9,2021-05-30 23:59:59.999
45,0.06041,0.07896,0.05803,0.06579,1254968929.1,2021-06-06 23:59:59.999
46,0.06575,0.075,0.0523,0.05791,1503855294.8,2021-06-13 23:59:59.999
47,0.058,0.06198,0.045,0.04968,768672745.0,2021-06-20 23:59:59.999
48,0.04969,0.05021,0.03184,0.04265,1158684076.4,2021-06-27 23:59:59.999
49,0.04265,0.04877,0.042,0.04574,546762814.1,2021-07-04 23:59:59.999
50,0.04563,0.04726,0.03911,0.04156,530789941.3,2021-07-11 23:59:59.999
51,0.04161,0.04292,0.03622,0.03906,592740054.8,2021-07-18 23:59:59.999
52,0.03907,0.04749,0.0324,0.04511,912148993.4,2021-07-25 23:59:59.999
53,0.04509,0.05464,0.04086,0.05167,926760359.8,2021-08-01 23:59:59.999
54,0.0516,0.05785,0.04726,0.05227,762159563.1,2021-08-08 23:59:59.999
55,0.05237,0.07198,0.05155,0.06954,901810897.8,2021-08-15 23:59:59.999
56,0.06954,0.07689,0.05881,0.07368,925635124.3,2021-08-22 23:59:59.999
57,0.07368,0.07781,0.06094,0.06368,596788269.0,2021-08-29 23:59:59.999
58,0.06365,0.078,0.06139,0.07135,1066728088.3,2021-09-05 23:59:59.999
59,0.0714,0.08,0.05114,0.05922,1413710058.3,2021-09-12 23:59:59.999
60,0.0592,0.06128,0.05225,0.0556,561456325.3,2021-09-19 23:59:59.999
61,0.05571,0.05571,0.04208,0.04485,788319826.0,2021-09-26 23:59:59.999
62,0.04482,0.0515,0.04128,0.04835,733220960.8,2021-10-03 23:59:59.999
63,0.04836,0.05555,0.04545,0.04788,1115101075.5,2021-10-10 23:59:59.999
64,0.04789,0.05312,0.04504,0.05014,947371182.9,2021-10-17 23:59:59.999
65,0.05018,0.055,0.04754,0.04876,957371987.3,2021-10-24 23:59:59.999
66,0.04878,0.074,0.04333,0.05749,3222757245.8,2021-10-31 23:59:59.999
67,0.0575,0.06071,0.05097,0.05419,1552922862.6,2021-11-07 23:59:59.999
68,0.0542,0.07009,0.05126,0.06155,2148628612.1,2021-11-14 23:59:59.999
69,0.0616,0.06195,0.04731,0.05308,1015649857.5,2021-11-21 23:59:59.999
70,0.05314,0.05328,0.04268,0.04671,1097730736.2,2021-11-28 23:59:59.999
71,0.04667,0.05145,0.02576,0.0377,1385379996.1,2021-12-05 23:59:59.999
72,0.03769,0.04098,0.03316,0.03666,1020088995.1,2021-12-12 23:59:59.999
73,0.03663,0.03692,0.032,0.03397,678168917.1,2021-12-19 23:59:59.999
74,0.03399,0.03958,0.03166,0.0385,707570362.0,2021-12-26 23:59:59.999
75,0.03857,0.04,0.03239,0.03431,678188491.9,2022-01-02 23:59:59.999
76,0.03429,0.03476,0.02658,0.02863,1004614477.0,2022-01-09 23:59:59.999
77,0.02863,0.03175,0.02584,0.02962,773668787.3,2022-01-16 23:59:59.999
78,0.02964,0.02975,0.01747,0.0213,1232779155.4,2022-01-23 23:59:59.999
79,0.02126,0.02386,0.01821,0.02137,869118756.9,2022-01-30 23:59:59.999
80,0.02136,0.0254,0.02011,0.02433,759160987.4,2022-02-06 23:59:59.999
81,0.02432,0.02849,0.02261,0.02297,1058563381.5,2022-02-13 23:59:59.999
82,0.02297,0.02503,0.01994,0.0203,927769346.2,2022-02-20 23:59:59.999
83,0.02031,0.02153,0.0161,0.01969,983475731.0,2022-02-27 23:59:59.999
84,0.01967,0.02278,0.01782,0.0179,780320371.2,2022-03-06 23:59:59.999
85,0.01789,0.0211,0.01738,0.01853,859618110.3,2022-03-13 23:59:59.999
86,0.01852,0.02208,0.01828,0.02034,859178471.1,2022-03-20 23:59:59.999
87,0.02035,0.0438,0.01984,0.03834,4512521132.6,2022-03-27 23:59:59.999
88,0.03836,0.04225,0.03006,0.03456,5643689713.6,2022-04-03 23:59:59.999
89,0.03456,0.03571,0.02665,0.02723,1583048713.2,2022-04-10 23:59:59.999
90,0.02724,0.02733,0.02319,0.02327,857029604.8,2022-04-17 23:59:59.999
91,0.02327,0.02725,0.02214,0.02325,1395711344.6,2022-04-24 23:59:59.999
92,0.02326,0.02417,0.0177,0.01945,1230380561.4,2022-05-01 23:59:59.999
93,0.01945,0.02149,0.01677,0.01711,1291801096.7,2022-05-08 23:59:59.999
94,0.01711,0.0175,0.00855,0.01378,3616518385.6,2022-05-15 23:59:59.999
95,0.01378,0.0144,0.01082,0.01298,837225805.7,2022-05-22 23:59:59.999
96,0.01298,0.01349,0.0106,0.01209,872546153.8,2022-05-29 23:59:59.999
97,0.0121,0.0132,0.01056,0.01121,977452918.3,2022-06-05 23:59:59.999
0,0.0112,0.01364,0.00969,0.00979,1376005885.6,2022-06-12 23:59:59.999000
