,Open,High,Low,Close,Volume,Close time
0,0.01506,0.098,0.01506,0.04636,798311596.3,2020-04-26 23:59:59.999
1,0.04645,0.0498,0.03382,0.03745,440261793.7,2020-05-03 23:59:59.999
2,0.03744,0.04112,0.02639,0.02921,221139402.7,2020-05-10 23:59:59.999
3,0.02921,0.03989,0.02699,0.0371,122890806.1,2020-05-17 23:59:59.999
4,0.0371,0.04366,0.0304,0.03068,291628461.4,2020-05-24 23:59:59.999
5,0.0304,0.03797,0.02962,0.03198,178969282.6,2020-05-31 23:59:59.999
6,0.0319,0.03748,0.03026,0.03331,105787207.4,2020-06-07 23:59:59.999
7,0.03324,0.04593,0.03129,0.04023,310373648.1,2020-06-14 23:59:59.999
8,0.0403,0.04054,0.0346,0.03528,179127651.3,2020-06-21 23:59:59.999
9,0.03539,0.041,0.0315,0.03385,149559307.8,2020-06-28 23:59:59.999
10,0.03372,0.03742,0.03233,0.03479,94302467.6,2020-07-05 23:59:59.999
11,0.03462,0.05629,0.0346,0.04648,193686358.3,2020-07-12 23:59:59.999
12,0.04648,0.05,0.03957,0.04644,155258358.8,2020-07-19 23:59:59.999
13,0.04644,0.06162,0.0446,0.05174,206194826.0,2020-07-26 23:59:59.999
14,0.05191,0.05896,0.04566,0.05642,126792856.5,2020-08-02 23:59:59.999
15,0.05653,0.09158,0.05599,0.08675,167875066.6,2020-08-09 23:59:59.999
16,0.08708,0.115,0.08302,0.0995,180227852.7,2020-08-16 23:59:59.999
17,0.09995,0.149,0.07751,0.08094,190150705.5,2020-08-23 23:59:59.999
18,0.08093,0.09309,0.07343,0.08903,91081474.2,2020-08-30 23:59:59.999
19,0.08904,0.0964,0.039,0.0482,141398573.5,2020-09-06 23:59:59.999
20,0.04819,0.06348,0.03941,0.05097,98935535.6,2020-09-13 23:59:59.999
21,0.05129,0.0544,0.04369,0.04549,45585801.6,2020-09-20 23:59:59.999
22,0.04552,0.0535,0.03941,0.05054,57042672.5,2020-09-27 23:59:59.999
23,0.05092,0.055,0.03825,0.03968,59620413.0,2020-10-04 23:59:59.999
24,0.03984,0.0406,0.03185,0.03865,37017669.5,2020-10-11 23:59:59.999
