,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,713304617760.95,38356.44,2021-01-10
1,2,ETHEthereum,ETH,144147690008.65,1262.25,2021-01-10
2,3,USDTTether,USDT,24229726418.89,1.0,2021-01-10
3,4,XRPXRP,XRP,14453755388.35,0.3183,2021-01-10
4,5,LTCLitecoin,LTC,11335608545.88,171.11,2021-01-10
5,6,BCHBitcoin Cash,BCH,11227411339.17,603.6,2021-01-10
6,7,ADACardano,ADA,9486050469.15,0.3049,2021-01-10
7,8,DOTPolkadot,DOT,8361125118.44,9.31,2021-01-10
8,9,LINKChainlink,LINK,6507250898.17,16.25,2021-01-10
9,10,XLMStellar,XLM,6362493022.63,0.2887,2021-01-10
10,11,BNBBinance Coin,BNB,6129838356.33,42.45,2021-01-10
11,12,USDCUSD Coin,USDC,4716774854.91,1.0,2021-01-10
12,13,BSVBitcoin SV,BSV,4724425629.07,253.71,2021-01-10
13,14,WBTCWrapped Bitcoin,WBTC,4435470995.19,38332.34,2021-01-10
14,15,XMRMonero,XMR,3297266767.21,185.14,2021-01-10
15,16,EOSEOS,EOS,2900090457.83,3.09,2021-01-10
16,17,TRXTRON,TRX,2360097139.08,0.03293,2021-01-10
17,18,XEMNEM,XEM,2119987262.45,0.2356,2021-01-10
18,19,XTZTezos,XTZ,2095911475.58,2.77,2021-01-10
19,20,THETATHETA,THETA,1990299909.57,1.99,2021-01-10
