,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,134570835775.06,7422.65,2019-12-29
1,2,ETHEthereum,ETH,14698483422.09,134.76,2019-12-29
2,3,XRPXRP,XRP,8536136120.35,0.1971,2019-12-29
3,4,USDTTether,USDT,4125339508.86,1.0,2019-12-29
4,5,BCHBitcoin Cash,BCH,3874556156.19,212.96,2019-12-29
5,6,LTCLitecoin,LTC,2783708411.61,43.67,2019-12-29
6,7,EOSEOS,EOS,2548344835.55,2.69,2019-12-29
7,8,BNBBinance Coin,BNB,2200851434.24,14.15,2019-12-29
8,9,BSVBitcoin SV,BSV,1813274573.35,100.36,2019-12-29
9,10,XLMStellar,XLM,926843557.23,0.04622,2019-12-29
10,11,TRXTRON,TRX,916441896.99,0.01374,2019-12-29
11,12,XTZTezos,XTZ,911327053.77,1.31,2019-12-29
12,13,ADACardano,ADA,888882223.76,0.03428,2019-12-29
13,14,LEOUNUS SED LEO,LEO,823580467.65,0.824,2019-12-29
14,15,ATOMCosmos,ATOM,813804080.92,4.27,2019-12-29
15,16,XMRMonero,XMR,813746410.83,46.83,2019-12-29
16,17,HTHuobi Token,HT,678721856.55,2.81,2019-12-29
17,18,LINKChainlink,LINK,665841558.77,1.9,2019-12-29
18,19,NEONeo,NEO,652749972.22,9.25,2019-12-29
19,20,MINMINDOL,MIN,638796576.01,3.75,2019-12-29
