,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,125694987943.03,7368.22,2018-05-27
1,2,ETHEthereum,ETH,57099062854.84,572.67,2018-05-27
2,3,XRPXRP,XRP,23822837458.48,0.6079,2018-05-27
3,4,BCHBitcoin Cash,BCH,17098548974.37,996.92,2018-05-27
4,5,EOSEOS,EOS,11049148501.39,12.51,2018-05-27
5,6,LTCLitecoin,LTC,6692979336.9,117.99,2018-05-27
6,7,XLMStellar,XLM,5134530874.33,0.2764,2018-05-27
7,8,ADACardano,ADA,5018366614.43,0.1936,2018-05-27
8,9,TRXTRON,TRX,4641900156.13,0.0706,2018-05-27
9,10,MIOTAIOTA,MIOTA,4051398270.58,1.46,2018-05-27
10,11,NEONeo,NEO,3440677890.78,52.93,2018-05-27
11,12,XMRMonero,XMR,2669597683.6,166.08,2018-05-27
12,13,DASHDash,DASH,2557739732.58,315.97,2018-05-27
13,14,USDTTether,USDT,2505090684.06,0.9992,2018-05-27
14,15,XEMNEM,XEM,2310547917.82,0.2567,2018-05-27
15,16,VENVechain [Token],VEN,1830912903.55,3.48,2018-05-27
16,17,ETCEthereum Classic,ETC,1549280540.47,15.21,2018-05-27
17,18,BNBBinance Coin,BNB,1437578721.32,12.61,2018-05-27
18,19,QTUMQtum,QTUM,1174096265.86,13.25,2018-05-27
19,20,BCNBytecoin,BCN,1106610735.06,0.006018,2018-05-27
