,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,233413800015.8,13925.78,2017-12-24
1,2,ETHEthereum,ETH,67019273767.37,694.15,2017-12-24
2,3,BCHBitcoin Cash,BCH,48988237688.25,2903.12,2017-12-24
3,4,XRPXRP,XRP,40441548673.28,1.04,2017-12-24
4,5,LTCLitecoin,LTC,15028951029.22,275.98,2017-12-24
5,6,ADACardano,ADA,10112315917.48,0.39,2017-12-24
6,7,MIOTAIOTA,MIOTA,9674915209.6,3.48,2017-12-24
7,8,XEMNEM,XEM,9396147250.09,1.04,2017-12-24
8,9,DASHDash,DASH,9208779480.68,1184.69,2017-12-24
9,10,XMRMonero,XMR,5231007892.82,337.06,2017-12-24
10,11,BTGBitcoin Gold,BTG,5104901589.77,305.22,2017-12-24
11,12,EOSEOS,EOS,4564056647.3,8.14,2017-12-24
12,13,XLMStellar,XLM,4008414431.21,0.2244,2017-12-24
13,14,QTUMQtum,QTUM,3956006270.47,53.64,2017-12-24
14,15,NEONeo,NEO,3880200767.52,59.7,2017-12-24
15,16,XVGVerge,XVG,3694972920.22,0.2554,2017-12-24
16,17,ETCEthereum Classic,ETC,3035709719.48,30.78,2017-12-24
17,18,TRXTRON,TRX,2380649009.58,0.03621,2017-12-24
18,19,LSKLisk,LSK,2327455595.18,20.02,2017-12-24
19,20,NXTNxt,NXT,1790601304.95,1.79,2017-12-24
