,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,203936136729.63,11053.61,2020-08-02
1,2,ETHEthereum,ETH,41522323563.25,370.67,2020-08-02
2,3,XRPXRP,XRP,12878374454.02,0.2871,2020-08-02
3,4,USDTTether,USDT,9976732913.64,0.9979,2020-08-02
4,5,BCHBitcoin Cash,BCH,5244023472.11,283.78,2020-08-02
5,6,BSVBitcoin SV,BSV,4024751708.4,217.82,2020-08-02
6,7,LTCLitecoin,LTC,3691130076.2,56.64,2020-08-02
7,8,ADACardano,ADA,3461382969.29,0.1335,2020-08-02
8,9,CROCrypto.com Coin,CRO,3041187799.17,0.1637,2020-08-02
9,10,BNBBinance Coin,BNB,3024579086.6,20.94,2020-08-02
10,11,LINKChainlink,LINK,2895121578.05,8.27,2020-08-02
11,12,EOSEOS,EOS,2748482971.28,2.94,2020-08-02
12,13,XTZTezos,XTZ,2124910456.29,2.88,2020-08-02
13,14,XLMStellar,XLM,2101488479.52,0.1026,2020-08-02
14,15,XMRMonero,XMR,1499891745.77,84.97,2020-08-02
15,16,TRXTRON,TRX,1364340754.96,0.01904,2020-08-02
16,17,LEOUNUS SED LEO,LEO,1269855246.81,1.27,2020-08-02
17,18,HEXHEX,HEX,1149584074.44,0.00424,2020-08-02
18,19,USDCUSD Coin,USDC,1087685514.86,0.9974,2020-08-02
19,20,HTHuobi Token,HT,966601747.86,4.48,2020-08-02
