,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,258616070175.25,15455.44,2017-12-10
1,2,ETHEthereum,ETH,42520468650.61,441.72,2017-12-10
2,3,BCHBitcoin Cash,BCH,22291644759.81,1323.07,2017-12-10
3,4,MIOTAIOTA,MIOTA,11479620758.26,4.13,2017-12-10
4,5,XRPXRP,XRP,9194070525.5,0.2373,2017-12-10
5,6,LTCLitecoin,LTC,8063855846.81,148.66,2017-12-10
6,7,DASHDash,DASH,5334096639.62,688.67,2017-12-10
7,8,BTGBitcoin Gold,BTG,3821997422.66,228.87,2017-12-10
8,9,XMRMonero,XMR,3790207943.91,245.33,2017-12-10
9,10,XEMNEM,XEM,3545692830.88,0.394,2017-12-10
10,11,ADACardano,ADA,2859272487.72,0.1103,2017-12-10
11,12,ETCEthereum Classic,ETC,2604940746.07,26.51,2017-12-10
12,13,NEONeo,NEO,2165207862.85,33.31,2017-12-10
13,14,XLMStellar,XLM,2127337424.45,0.1193,2017-12-10
14,15,EOSEOS,EOS,2001413293.62,3.77,2017-12-10
15,16,BCCBitConnect,BCC,1787562887.63,374.21,2017-12-10
16,17,PPTPopulous,PPT,983959164.13,23.85,2017-12-10
17,18,WAVESWaves,WAVES,976155948.64,9.76,2017-12-10
18,19,LSKLisk,LSK,918971489.94,7.94,2017-12-10
19,20,STRATStratis,STRAT,907548935.8,9.2,2017-12-10
