,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,160182355100.88,9419.08,2018-04-29
1,2,ETHEthereum,ETH,68289133714.83,688.88,2018-04-29
2,3,XRPXRP,XRP,34165954381.7,0.8728,2018-04-29
3,4,BCHBitcoin Cash,BCH,24630734736.9,1440.3,2018-04-29
4,5,EOSEOS,EOS,17769418732.36,21.54,2018-04-29
5,6,ADACardano,ADA,9464859143.7,0.3651,2018-04-29
6,7,LTCLitecoin,LTC,8650931430.07,153.63,2018-04-29
7,8,XLMStellar,XLM,8513153683.41,0.4584,2018-04-29
8,9,NEONeo,NEO,5919666519.17,91.07,2018-04-29
9,10,TRXTRON,TRX,5861128951.12,0.08915,2018-04-29
10,11,MIOTAIOTA,MIOTA,5686107172.34,2.05,2018-04-29
11,12,XMRMonero,XMR,4105186714.13,256.87,2018-04-29
12,13,DASHDash,DASH,4008356129.65,498.69,2018-04-29
13,14,XEMNEM,XEM,3843049227.76,0.427,2018-04-29
14,15,VENVechain [Token],VEN,2552379685.01,4.85,2018-04-29
15,16,USDTTether,USDT,2412345781.94,0.998,2018-04-29
16,17,ETCEthereum Classic,ETC,2214592352.53,21.83,2018-04-29
17,18,QTUMQtum,QTUM,2042161273.99,23.06,2018-04-29
18,19,OMGOmiseGO,OMG,1846281622.35,18.09,2018-04-29
19,20,ICXICON,ICX,1822055671.7,4.71,2018-04-29
