,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,72441911150.0,4382.88,2017-08-27
1,2,ETHEthereum,ETH,32799992245.19,347.89,2017-08-27
2,3,BCHBitcoin Cash,BCH,10274652063.01,620.9,2017-08-27
3,4,XRPXRP,XRP,7783592843.14,0.203,2017-08-27
4,5,LTCLitecoin,LTC,3220426376.25,61.16,2017-08-27
5,6,DASHDash,DASH,2728163507.58,362.89,2017-08-27
6,7,MIOTAIOTA,MIOTA,2558144714.26,0.9204,2017-08-27
7,8,XEMNEM,XEM,2471765577.52,0.2746,2017-08-27
8,9,NEONeo,NEO,2004660987.85,40.09,2017-08-27
9,10,XMRMonero,XMR,1959964173.53,130.67,2017-08-27
10,11,ETCEthereum Classic,ETC,1520679551.9,16.02,2017-08-27
11,12,QTUMQtum,QTUM,926100185.39,15.7,2017-08-27
12,13,OMGOmiseGO,OMG,819091227.33,8.33,2017-08-27
13,14,LSKLisk,LSK,765071484.68,6.86,2017-08-27
14,15,BCCBitConnect,BCC,751293807.41,114.99,2017-08-27
15,16,STRATStratis,STRAT,686660082.56,6.97,2017-08-27
16,17,ZECZcash,ZEC,561929811.93,273.37,2017-08-27
17,18,WAVESWaves,WAVES,522568988.8,5.23,2017-08-27
18,19,EOSEOS,EOS,416977476.52,1.35,2017-08-27
19,20,PAYTenX,PAY,376793007.95,3.6,2017-08-27
