,Rank,Name,Symbol,Market Cap,Price,Date
0,1,Bitcoin,BTC,799950408997.28,42197.52,06/02/2022
1,2,Ethereum,ETH,344772260795.07,2883.46,06/02/2022
2,3,Tether,USDT,78458775425.11,1.00,06/02/2022
3,4,BNB,BNB,65862892979.34,398.89,06/02/2022
4,5,USD Coin,USDC,52360369755.16,1.00,06/02/2022
5,6,XRP,XRP,38757348317.38,0.81,06/02/2022
6,7,Cardano,ADA,35153676037.03,1.05,06/02/2022
7,8,Solana,SOL,29629765453.55,93.24,06/02/2022
8,9,Terra,LUNA,20575427609.16,51.79,06/02/2022
9,10,Dogecoin,DOGE,19761029254.18,0.15,06/02/2022
10,11,Avalanche,AVAX,19193208560.33,78.24,06/02/2022
11,12,Polkadot,DOT,18597584972.01,18.83,06/02/2022
12,13,Binance USD,BUSD,17569100319.11,1.00,06/02/2022
13,14,Shiba Inu,SHIB,16622010390.21,0.00,06/02/2022
14,15,Crypto.com Coin,CRO,12749364798.95,0.50,06/02/2022
15,16,Polygon,MATIC,12487206685.81,1.67,06/02/2022
16,17,TerraUSD,UST,11501488897.17,1.00,06/02/2022
17,18,Wrapped Bitcoin,WBTC,11055847796.73,42211.69,06/02/2022
18,19,Dai,DAI,10248068652.15,1.00,06/02/2022
19,20,Litecoin,LTC,8787953885.83,126.20,06/02/2022
