,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,180784051698.6,10070.39,2019-09-22
1,2,ETHEthereum,ETH,22815755536.13,211.55,2019-09-22
2,3,XRPXRP,XRP,12009356967.93,0.2789,2019-09-22
3,4,BCHBitcoin Cash,BCH,5554995552.26,308.3,2019-09-22
4,5,LTCLitecoin,LTC,4597645596.35,72.62,2019-09-22
5,6,USDTTether,USDT,4118866620.59,1.0,2019-09-22
6,7,EOSEOS,EOS,3575680045.06,3.83,2019-09-22
7,8,BNBBinance Coin,BNB,3192478009.93,20.53,2019-09-22
8,9,BSVBitcoin SV,BSV,2141659237.66,119.95,2019-09-22
9,10,XLMStellar,XLM,1384230931.64,0.06892,2019-09-22
10,11,ADACardano,ADA,1273314002.43,0.04911,2019-09-22
11,12,XMRMonero,XMR,1260457544.45,73.19,2019-09-22
12,13,TRXTRON,TRX,1128300529.76,0.01692,2019-09-22
13,14,LEOUNUS SED LEO,LEO,1081340504.05,1.08,2019-09-22
14,15,HTHuobi Token,HT,988505341.23,4.02,2019-09-22
15,16,DASHDash,DASH,830609846.39,91.76,2019-09-22
16,17,MIOTAIOTA,MIOTA,776502877.31,0.2794,2019-09-22
17,18,XTZTezos,XTZ,696868197.84,1.06,2019-09-22
18,19,ETCEthereum Classic,ETC,685271740.78,6.03,2019-09-22
19,20,NEONeo,NEO,643616173.62,9.12,2019-09-22
