,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,71206795852.79,4076.63,2019-01-06
1,2,ETHEthereum,ETH,16442429109.11,157.75,2019-01-06
2,3,XRPXRP,XRP,15028369642.24,0.3684,2019-01-06
3,4,BCHBitcoin Cash,BCH,2928444441.06,166.84,2019-01-06
4,5,EOSEOS,EOS,2605701210.9,2.88,2019-01-06
5,6,LTCLitecoin,LTC,2354185201.46,39.3,2019-01-06
6,7,XLMStellar,XLM,2306881891.24,0.1204,2019-01-06
7,8,USDTTether,USDT,1910347640.98,1.02,2019-01-06
8,9,BSVBitcoin SV,BSV,1586211999.9,90.38,2019-01-06
9,10,TRXTRON,TRX,1533052180.5,0.023,2019-01-06
10,11,ADACardano,ADA,1277183981.11,0.04926,2019-01-06
11,12,MIOTAIOTA,MIOTA,1058789309.41,0.3809,2019-01-06
12,13,XMRMonero,XMR,916301117.67,54.88,2019-01-06
13,14,BNBBinance Coin,BNB,836589632.29,6.4,2019-01-06
14,15,DASHDash,DASH,734199903.57,85.84,2019-01-06
15,16,XEMNEM,XEM,599643070.52,0.06663,2019-01-06
16,17,ETCEthereum Classic,ETC,590704004.74,5.5,2019-01-06
17,18,NEONeo,NEO,561765113.28,8.64,2019-01-06
18,19,MKRMaker,MKR,379720591.31,521.43,2019-01-06
19,20,ZECZcash,ZEC,346091701.27,61.62,2019-01-06
