,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,869279076502.07,46456.06,2021-05-16
1,2,ETHEthereum,ETH,415801534961.89,3587.51,2021-05-16
2,3,BNBBinance Coin,BNB,86356615319.47,562.83,2021-05-16
3,4,ADACardano,ADA,73772243227.06,2.31,2021-05-16
4,5,DOGEDogecoin,DOGE,66742824281.73,0.5149,2021-05-16
5,6,USDTTether,USDT,58308356800.72,1.0,2021-05-16
6,7,XRPXRP,XRP,50998556787.34,1.45,2021-05-16
7,8,DOTPolkadot,DOT,40009764155.32,42.63,2021-05-16
8,9,ICPInternet Computer,ICP,27899431823.6,225.09,2021-05-16
9,10,BCHBitcoin Cash,BCH,21901141021.21,1168.73,2021-05-16
10,11,UNIUniswap,UNI,20459744565.42,36.56,2021-05-16
11,12,LTCLitecoin,LTC,19800570913.63,296.63,2021-05-16
12,13,LINKChainlink,LINK,17374783655.69,40.74,2021-05-16
13,14,XLMStellar,XLM,16518486070.18,0.7143,2021-05-16
14,15,USDCUSD Coin,USDC,14382393542.27,1.0,2021-05-16
15,16,SOLSolana,SOL,12868711981.4,47.2,2021-05-16
16,17,VETVeChain,VET,11366969104.2,0.1767,2021-05-16
17,18,ETCEthereum Classic,ETC,10909010439.54,93.79,2021-05-16
18,19,MATICPolygon,MATIC,10510684712.87,1.71,2021-05-16
19,20,EOSEOS,EOS,9649778824.81,10.12,2021-05-16
