,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,136088022048.89,7511.59,2019-12-22
1,2,ETHEthereum,ETH,14428651183.04,132.37,2019-12-22
2,3,XRPXRP,XRP,8532972545.85,0.197,2019-12-22
3,4,USDTTether,USDT,4124011171.29,1.0,2019-12-22
4,5,BCHBitcoin Cash,BCH,3575561678.56,196.66,2019-12-22
5,6,LTCLitecoin,LTC,2672823095.24,41.97,2019-12-22
6,7,EOSEOS,EOS,2402901553.75,2.54,2019-12-22
7,8,BNBBinance Coin,BNB,2151987386.59,13.84,2019-12-22
8,9,BSVBitcoin SV,BSV,1590712640.58,88.04,2019-12-22
9,10,XTZTezos,XTZ,1018816410.23,1.47,2019-12-22
10,11,TRXTRON,TRX,994421661.05,0.01491,2019-12-22
11,12,XLMStellar,XLM,948508443.82,0.0473,2019-12-22
12,13,ADACardano,ADA,893609680.12,0.03447,2019-12-22
13,14,LEOUNUS SED LEO,LEO,875067257.55,0.8755,2019-12-22
14,15,MINMINDOL,MIN,832872265.89,4.88,2019-12-22
15,16,XMRMonero,XMR,824143648.6,47.46,2019-12-22
16,17,ATOMCosmos,ATOM,814002309.4,4.27,2019-12-22
17,18,999999,999,775012841.65,3.57,2019-12-22
18,19,HTHuobi Token,HT,689495068.22,2.86,2019-12-22
19,20,LINKChainlink,LINK,677398756.24,1.94,2019-12-22
