,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,129481424647.56,7152.3,2019-12-15
1,2,ETHEthereum,ETH,15589117504.16,143.11,2019-12-15
2,3,XRPXRP,XRP,9467680409.95,0.2186,2019-12-15
3,4,USDTTether,USDT,4127007369.9,1.0,2019-12-15
4,5,BCHBitcoin Cash,BCH,3767572455.39,207.36,2019-12-15
5,6,LTCLitecoin,LTC,2784724200.68,43.76,2019-12-15
6,7,EOSEOS,EOS,2430995703.17,2.57,2019-12-15
7,8,BNBBinance Coin,BNB,2253796377.9,14.49,2019-12-15
8,9,BSVBitcoin SV,BSV,1689052392.75,93.48,2019-12-15
9,10,XTZTezos,XTZ,1108106235.46,1.68,2019-12-15
10,11,XLMStellar,XLM,1030780416.59,0.0514,2019-12-15
11,12,ADACardano,ADA,950315361.18,0.03665,2019-12-15
12,13,TRXTRON,TRX,935432753.73,0.01403,2019-12-15
13,14,XMRMonero,XMR,883861446.02,50.92,2019-12-15
14,15,LEOUNUS SED LEO,LEO,875206828.34,0.8756,2019-12-15
15,16,ATOMCosmos,ATOM,857024369.53,4.49,2019-12-15
16,17,LINKChainlink,LINK,730394059.43,2.09,2019-12-15
17,18,HTHuobi Token,HT,657605992.03,2.73,2019-12-15
18,19,NEONeo,NEO,632257321.46,8.96,2019-12-15
19,20,999999,999,621545205.01,2.86,2019-12-15
