,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,137064648220.97,8129.97,2018-02-11
1,2,ETHEthereum,ETH,79476533544.78,814.66,2018-02-11
2,3,XRPXRP,XRP,39171342534.23,1.0,2018-02-11
3,4,BCHBitcoin Cash,BCH,20654171634.51,1217.64,2018-02-11
4,5,ADACardano,ADA,9587021717.61,0.3698,2018-02-11
5,6,LTCLitecoin,LTC,8220589670.62,148.99,2018-02-11
6,7,XLMStellar,XLM,6820026372.51,0.37,2018-02-11
7,8,NEONeo,NEO,6720961914.06,103.4,2018-02-11
8,9,EOSEOS,EOS,5585036388.24,8.41,2018-02-11
9,10,XEMNEM,XEM,4757757603.59,0.5286,2018-02-11
10,11,MIOTAIOTA,MIOTA,4730567759.36,1.7,2018-02-11
11,12,DASHDash,DASH,4569770533.04,580.02,2018-02-11
12,13,XMRMonero,XMR,3605424212.4,229.49,2018-02-11
13,14,LSKLisk,LSK,2982158713.78,25.28,2018-02-11
14,15,TRXTRON,TRX,2787780348.0,0.0424,2018-02-11
15,16,ETCEthereum Classic,ETC,2407810149.34,24.13,2018-02-11
16,17,USDTTether,USDT,2215479928.56,0.9993,2018-02-11
17,18,BTGBitcoin Gold,BTG,2073117475.18,123.26,2018-02-11
18,19,QTUMQtum,QTUM,2029867825.32,27.48,2018-02-11
19,20,VENVechain [Token],VEN,1867746310.75,3.97,2018-02-11
