,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,170461958073.99,9552.86,2019-07-28
1,2,ETHEthereum,ETH,22616386468.24,211.19,2019-07-28
2,3,XRPXRP,XRP,13376153627.09,0.3123,2019-07-28
3,4,LTCLitecoin,LTC,5643415872.97,89.77,2019-07-28
4,5,BCHBitcoin Cash,BCH,5562469265.82,310.46,2019-07-28
5,6,BNBBinance Coin,BNB,4329390810.27,27.84,2019-07-28
6,7,USDTTether,USDT,4036568222.78,1.0,2019-07-28
7,8,EOSEOS,EOS,3933409664.55,4.25,2019-07-28
8,9,BSVBitcoin SV,BSV,2640158079.96,147.87,2019-07-28
9,10,XLMStellar,XLM,1641507621.54,0.08368,2019-07-28
10,11,ADACardano,ADA,1541995847.37,0.05947,2019-07-28
11,12,TRXTRON,TRX,1489106818.58,0.02233,2019-07-28
12,13,XMRMonero,XMR,1361217351.86,79.49,2019-07-28
13,14,LEOUNUS SED LEO,LEO,1281358226.83,1.28,2019-07-28
14,15,DASHDash,DASH,969657236.46,108.39,2019-07-28
15,16,NEONeo,NEO,793796259.2,11.25,2019-07-28
16,17,MIOTAIOTA,MIOTA,790201249.83,0.2843,2019-07-28
17,18,LINKChainlink,LINK,776205287.2,2.22,2019-07-28
18,19,ATOMCosmos,ATOM,689863878.28,3.62,2019-07-28
19,20,XTZTezos,XTZ,669998869.43,1.01,2019-07-28
