,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,121526129417.37,7068.48,2018-08-05
1,2,ETHEthereum,ETH,41521726568.03,410.52,2018-08-05
2,3,XRPXRP,XRP,17041936839.31,0.4336,2018-08-05
3,4,BCHBitcoin Cash,BCH,12253191128.72,709.22,2018-08-05
4,5,EOSEOS,EOS,6394252719.91,7.06,2018-08-05
5,6,XLMStellar,XLM,4584030777.53,0.2442,2018-08-05
6,7,LTCLitecoin,LTC,4305371522.04,74.59,2018-08-05
7,8,ADACardano,ADA,3415148669.82,0.1317,2018-08-05
8,9,MIOTAIOTA,MIOTA,2531280519.72,0.9107,2018-08-05
9,10,USDTTether,USDT,2435548823.55,0.9993,2018-08-05
10,11,TRXTRON,TRX,1994066163.9,0.03033,2018-08-05
11,12,XMRMonero,XMR,1907665145.94,117.27,2018-08-05
12,13,ETCEthereum Classic,ETC,1832471533.3,17.69,2018-08-05
13,14,NEONeo,NEO,1784109086.99,27.45,2018-08-05
14,15,DASHDash,DASH,1706102302.92,207.02,2018-08-05
15,16,XEMNEM,XEM,1321388929.94,0.1468,2018-08-05
16,17,BNBBinance Coin,BNB,1301186608.96,13.62,2018-08-05
17,18,XTZTezos,XTZ,1124105669.67,1.85,2018-08-05
18,19,ZECZcash,ZEC,818211146.59,181.33,2018-08-05
19,20,VETVeChain,VET,780856952.29,0.01408,2018-08-05
