,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,158194319734.8,8706.25,2020-01-19
1,2,ETHEthereum,ETH,18257853531.62,166.97,2020-01-19
2,3,XRPXRP,XRP,10284187005.37,0.2356,2020-01-19
3,4,BCHBitcoin Cash,BCH,6167961887.44,338.31,2020-01-19
4,5,BSVBitcoin SV,BSV,5046171376.21,276.92,2020-01-19
5,6,USDTTether,USDT,4630413450.61,0.9985,2020-01-19
6,7,LTCLitecoin,LTC,3693201721.78,57.8,2020-01-19
7,8,EOSEOS,EOS,3432470109.49,3.62,2020-01-19
8,9,BNBBinance Coin,BNB,2701556607.34,17.37,2020-01-19
9,10,XLMStellar,XLM,1203196279.41,0.06004,2020-01-19
10,11,XMRMonero,XMR,1133678611.49,65.13,2020-01-19
11,12,TRXTRON,TRX,1108254027.54,0.01662,2020-01-19
12,13,ADACardano,ADA,1088389472.2,0.04198,2020-01-19
13,14,ETCEthereum Classic,ETC,989704404.88,8.51,2020-01-19
14,15,XTZTezos,XTZ,987050589.99,1.42,2020-01-19
15,16,DASHDash,DASH,972138554.79,104.79,2020-01-19
16,17,LINKChainlink,LINK,916632783.6,2.62,2020-01-19
17,18,LEOUNUS SED LEO,LEO,873246390.97,0.8737,2020-01-19
18,19,ATOMCosmos,ATOM,861648059.71,4.52,2020-01-19
19,20,NEONeo,NEO,792985472.65,11.24,2020-01-19
