,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,56685436643.77,3252.84,2018-12-16
1,2,XRPXRP,XRP,11784050728.6,0.2879,2018-12-16
2,3,ETHEthereum,ETH,8853567310.97,85.26,2018-12-16
3,4,USDTTether,USDT,1868184262.64,1.01,2018-12-16
4,5,XLMStellar,XLM,1844147765.19,0.09628,2018-12-16
5,6,EOSEOS,EOS,1735542212.81,1.92,2018-12-16
6,7,LTCLitecoin,LTC,1525579985.74,25.6,2018-12-16
7,8,BCHBitcoin Cash,BCH,1429835839.93,81.64,2018-12-16
8,9,BSVBitcoin SV,BSV,1354525811.23,77.34,2018-12-16
9,10,TRXTRON,TRX,865476179.61,0.01302,2018-12-16
10,11,ADACardano,ADA,754560639.03,0.0291,2018-12-16
11,12,XMRMonero,XMR,655016344.61,39.34,2018-12-16
12,13,MIOTAIOTA,MIOTA,618399305.09,0.2225,2018-12-16
13,14,BNBBinance Coin,BNB,607596553.58,4.65,2018-12-16
14,15,XEMNEM,XEM,545768095.63,0.06064,2018-12-16
15,16,DASHDash,DASH,537290072.83,63.14,2018-12-16
16,17,ETCEthereum Classic,ETC,388750640.41,3.64,2018-12-16
17,18,NEONeo,NEO,371308539.8,5.71,2018-12-16
18,19,ZECZcash,ZEC,280970055.23,51.41,2018-12-16
19,20,MKRMaker,MKR,260655432.82,357.93,2018-12-16
