,Rank,Name,Symbol,Market Cap,Price,Date
0,1,Bitcoin,BTC,510252464820.78,26762.65,12/06/2022
1,2,Ethereum,ETH,175086938731.68,1445.22,12/06/2022
2,3,Tether,USDT,72428255698.56,1.00,12/06/2022
3,4,USD Coin,USDC,53994300101.33,1.00,12/06/2022
4,5,BNB,BNB,41790885362.77,255.95,12/06/2022
5,6,Binance USD,BUSD,17758622018.63,1.00,12/06/2022
6,7,XRP,XRP,16702074996.90,0.35,12/06/2022
7,8,Cardano,ADA,16770325342.17,0.50,12/06/2022
8,9,Solana,SOL,10516559194.38,30.74,12/06/2022
9,10,Dogecoin,DOGE,8535532361.61,0.06,12/06/2022
10,11,Polkadot,DOT,7357483711.50,7.45,12/06/2022
11,12,Wrapped Bitcoin,WBTC,7316173248.87,26754.94,12/06/2022
12,13,TRON,TRX,7072035291.84,0.08,12/06/2022
13,14,Dai,DAI,6989373080.06,1.00,12/06/2022
14,15,UNUS SED LEO,LEO,5248041138.98,5.50,12/06/2022
15,16,Avalanche,AVAX,4885529960.65,17.39,12/06/2022
16,17,Shiba Inu,SHIB,4746801185.57,0.00,12/06/2022
17,18,Polygon,MATIC,3993219914.56,0.50,12/06/2022
18,19,FTX Token,FTT,3818272610.20,28.09,12/06/2022
19,20,Cronos,CRO,3575473234.47,0.14,12/06/2022
