,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,139201741038.92,8223.68,2018-03-18
1,2,ETHEthereum,ETH,52934152416.05,538.64,2018-03-18
2,3,XRPXRP,XRP,25752735323.64,0.6588,2018-03-18
3,4,BCHBitcoin Cash,BCH,15971703987.1,938.12,2018-03-18
4,5,LTCLitecoin,LTC,8580212638.43,154.07,2018-03-18
5,6,NEONeo,NEO,4257595214.84,65.5,2018-03-18
6,7,XLMStellar,XLM,4078459533.97,0.2205,2018-03-18
7,8,ADACardano,ADA,4048641445.68,0.1562,2018-03-18
8,9,EOSEOS,EOS,3424564644.48,4.65,2018-03-18
9,10,MIOTAIOTA,MIOTA,3407668206.42,1.23,2018-03-18
10,11,XMRMonero,XMR,3320404042.34,209.63,2018-03-18
11,12,DASHDash,DASH,3135133773.36,394.15,2018-03-18
12,13,XEMNEM,XEM,2535833626.7,0.2818,2018-03-18
13,14,USDTTether,USDT,2223966194.37,1.0,2018-03-18
14,15,TRXTRON,TRX,1881781910.41,0.02862,2018-03-18
15,16,VENVechain [Token],VEN,1876996407.83,3.71,2018-03-18
16,17,ETCEthereum Classic,ETC,1688739879.35,16.79,2018-03-18
17,18,LSKLisk,LSK,1261147194.46,12.25,2018-03-18
18,19,NANONano,NANO,1106669144.6,8.31,2018-03-18
19,20,OMGOmiseGO,OMG,1068088829.67,10.47,2018-03-18
