,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,69475297369.72,3951.6,2019-03-10
1,2,ETHEthereum,ETH,14384860875.67,136.76,2019-03-10
2,3,XRPXRP,XRP,12972692491.35,0.3131,2019-03-10
3,4,LTCLitecoin,LTC,3478033205.33,57.18,2019-03-10
4,5,EOSEOS,EOS,3385724370.1,3.74,2019-03-10
5,6,BCHBitcoin Cash,BCH,2346643091.69,132.84,2019-03-10
6,7,BNBBinance Coin,BNB,2046259504.26,14.49,2019-03-10
7,8,USDTTether,USDT,2011853490.02,1.01,2019-03-10
8,9,XLMStellar,XLM,1922235861.63,0.1,2019-03-10
9,10,TRXTRON,TRX,1538405288.61,0.02307,2019-03-10
10,11,ADACardano,ADA,1184820250.0,0.0457,2019-03-10
11,12,BSVBitcoin SV,BSV,1180167565.53,66.81,2019-03-10
12,13,XMRMonero,XMR,858202872.1,50.95,2019-03-10
13,14,MIOTAIOTA,MIOTA,784319090.8,0.2822,2019-03-10
14,15,DASHDash,DASH,726887779.0,83.73,2019-03-10
15,16,MKRMaker,MKR,647820053.87,647.82,2019-03-10
16,17,NEONeo,NEO,576572175.59,8.87,2019-03-10
17,18,ETCEthereum Classic,ETC,474741807.43,4.36,2019-03-10
18,19,XEMNEM,XEM,405534516.6,0.04506,2019-03-10
19,20,ONTOntology,ONT,313592609.73,0.967,2019-03-10
