,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,99981950651.71,6008.42,2017-10-22
1,2,ETHEthereum,ETH,28144819411.11,295.45,2017-10-22
2,3,XRPXRP,XRP,7867259462.73,0.2042,2017-10-22
3,4,BCHBitcoin Cash,BCH,5541349513.58,331.66,2017-10-22
4,5,LTCLitecoin,LTC,3038822953.13,56.81,2017-10-22
5,6,DASHDash,DASH,2105679307.62,275.7,2017-10-22
6,7,XEMNEM,XEM,1907543465.28,0.2119,2017-10-22
7,8,BCCBitConnect,BCC,1484069151.11,205.04,2017-10-22
8,9,NEONeo,NEO,1439565277.1,28.79,2017-10-22
9,10,XMRMonero,XMR,1320710885.14,86.58,2017-10-22
10,11,MIOTAIOTA,MIOTA,1091081146.55,0.3925,2017-10-22
11,12,ETCEthereum Classic,ETC,1047193899.8,10.83,2017-10-22
12,13,QTUMQtum,QTUM,782771722.0,10.63,2017-10-22
13,14,OMGOmiseGO,OMG,753794694.85,7.67,2017-10-22
14,15,ADACardano,ADA,718925677.27,0.02773,2017-10-22
15,16,LSKLisk,LSK,540257586.64,4.74,2017-10-22
16,17,ZECZcash,ZEC,525067417.2,213.73,2017-10-22
17,18,XLMStellar,XLM,518690343.53,0.03127,2017-10-22
18,19,USDTTether,USDT,437905007.24,1.0,2017-10-22
19,20,WAVESWaves,WAVES,358151173.59,3.58,2017-10-22
