,Rank,Name,Symbol,Market Cap,Price,Date
0,1,Bitcoin,BTC,889385706663.30,46820.49,27/03/2022
1,2,Ethereum,ETH,395441924035.77,3291.58,27/03/2022
2,3,Tether,USDT,81362292667.84,1.00,27/03/2022
3,4,BNB,BNB,71083302848.75,430.50,27/03/2022
4,5,USD Coin,USDC,52083027076.46,1.00,27/03/2022
5,6,XRP,XRP,41256704402.49,0.86,27/03/2022
6,7,Cardano,ADA,39869330421.37,1.18,27/03/2022
7,8,Solana,SOL,34798921340.59,107.08,27/03/2022
8,9,Terra,LUNA,33552358834.73,94.15,27/03/2022
9,10,Avalanche,AVAX,24006949474.71,89.82,27/03/2022
10,11,Polkadot,DOT,22169044497.21,22.45,27/03/2022
11,12,Dogecoin,DOGE,19201643339.56,0.14,27/03/2022
12,13,Binance USD,BUSD,17582026844.83,1.00,27/03/2022
13,14,TerraUSD,UST,16173236211.67,1.00,27/03/2022
14,15,Shiba Inu,SHIB,14041471287.65,0.00,27/03/2022
15,16,Polygon,MATIC,13041615028.76,1.69,27/03/2022
16,17,Wrapped Bitcoin,WBTC,12826849672.70,46756.95,27/03/2022
17,18,Cronos,CRO,12256067158.59,0.49,27/03/2022
18,19,Dai,DAI,9681422761.47,1.00,27/03/2022
19,20,Litecoin,LTC,9049850375.67,129.40,27/03/2022
