,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,116026767355.96,6844.23,2018-04-01
1,2,ETHEthereum,ETH,37413358766.58,379.61,2018-04-01
2,3,XRPXRP,XRP,18964013318.93,0.4851,2018-04-01
3,4,BCHBitcoin Cash,BCH,10963857058.65,643.03,2018-04-01
4,5,LTCLitecoin,LTC,6440317479.29,115.22,2018-04-01
5,6,EOSEOS,EOS,4335133899.13,5.66,2018-04-01
6,7,ADACardano,ADA,3908969399.94,0.1508,2018-04-01
7,8,XLMStellar,XLM,3832217994.86,0.2066,2018-04-01
8,9,NEONeo,NEO,3074775180.82,47.3,2018-04-01
9,10,XMRMonero,XMR,2788623376.39,175.51,2018-04-01
10,11,MIOTAIOTA,MIOTA,2765070019.62,0.9948,2018-04-01
11,12,DASHDash,DASH,2326517507.38,291.53,2018-04-01
12,13,USDTTether,USDT,2286705393.97,0.9998,2018-04-01
13,14,TRXTRON,TRX,2113910955.06,0.03215,2018-04-01
14,15,XEMNEM,XEM,1879113659.05,0.2088,2018-04-01
15,16,ETCEthereum Classic,ETC,1369824365.14,13.58,2018-04-01
16,17,BNBBinance Coin,BNB,1286571421.31,11.07,2018-04-01
17,18,QTUMQtum,QTUM,1191228345.27,13.46,2018-04-01
18,19,VENVechain [Token],VEN,1168107250.81,2.23,2018-04-01
19,20,OMGOmiseGO,OMG,825762098.08,8.09,2018-04-01
