,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,168401806136.91,9143.58,2020-06-28
1,2,ETHEthereum,ETH,25135786985.52,225.35,2020-06-28
2,3,USDTTether,USDT,9211095727.18,1.0,2020-06-28
3,4,XRPXRP,XRP,7864270564.43,0.1777,2020-06-28
4,5,BCHBitcoin Cash,BCH,4108529537.47,222.71,2020-06-28
5,6,BSVBitcoin SV,BSV,2939839115.57,159.37,2020-06-28
6,7,LTCLitecoin,LTC,2687972549.24,41.41,2020-06-28
7,8,BNBBinance Coin,BNB,2398389948.41,15.42,2020-06-28
8,9,EOSEOS,EOS,2204774960.03,2.36,2020-06-28
9,10,CROCrypto.com Coin,CRO,2110591692.33,0.1194,2020-06-28
10,11,ADACardano,ADA,2084324972.04,0.08039,2020-06-28
11,12,XTZTezos,XTZ,1742583006.64,2.37,2020-06-28
12,13,LINKChainlink,LINK,1597219156.04,4.56,2020-06-28
13,14,ACAAcash Coin,ACA,1413578200.98,0.2018,2020-06-28
14,15,XLMStellar,XLM,1311264186.45,0.06438,2020-06-28
15,16,LEOUNUS SED LEO,LEO,1245083463.74,1.25,2020-06-28
16,17,XMRMonero,XMR,1115194094.01,63.31,2020-06-28
17,18,TRXTRON,TRX,1054594838.09,0.01582,2020-06-28
18,19,USDCUSD Coin,USDC,929618326.41,1.0,2020-06-28
19,20,HTHuobi Token,HT,900844593.17,4.14,2020-06-28
