,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,119162938803.77,7023.52,2018-04-08
1,2,ETHEthereum,ETH,39530578422.78,400.51,2018-04-08
2,3,XRPXRP,XRP,19562828478.01,0.5004,2018-04-08
3,4,BCHBitcoin Cash,BCH,11180539730.17,655.26,2018-04-08
4,5,LTCLitecoin,LTC,6589375276.68,117.67,2018-04-08
5,6,EOSEOS,EOS,4663651798.69,5.97,2018-04-08
6,7,ADACardano,ADA,4060161048.55,0.1566,2018-04-08
7,8,XLMStellar,XLM,3828497536.81,0.2064,2018-04-08
8,9,NEONeo,NEO,3197345695.5,49.19,2018-04-08
9,10,MIOTAIOTA,MIOTA,2840084064.84,1.02,2018-04-08
10,11,XMRMonero,XMR,2767655569.63,173.97,2018-04-08
11,12,DASHDash,DASH,2486593844.03,310.85,2018-04-08
12,13,TRXTRON,TRX,2474229978.62,0.03763,2018-04-08
13,14,USDTTether,USDT,2279842969.28,0.9968,2018-04-08
14,15,XEMNEM,XEM,2119413569.33,0.2355,2018-04-08
15,16,ETCEthereum Classic,ETC,1426745356.39,14.12,2018-04-08
16,17,BNBBinance Coin,BNB,1408814326.24,12.12,2018-04-08
17,18,VENVechain [Token],VEN,1321287995.59,2.52,2018-04-08
18,19,QTUMQtum,QTUM,1191179437.58,13.46,2018-04-08
19,20,XVGVerge,XVG,1006316304.8,0.06776,2018-04-08
