,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,661574836314.86,35287.78,2021-07-04
1,2,ETHEthereum,ETH,270621669241.04,2321.72,2021-07-04
2,3,USDTTether,USDT,62342742987.58,0.9995,2021-07-04
3,4,BNBBinance Coin,BNB,47216226923.6,307.73,2021-07-04
4,5,ADACardano,ADA,46583637655.56,1.46,2021-07-04
5,6,DOGEDogecoin,DOGE,32117665810.75,0.2465,2021-07-04
6,7,XRPXRP,XRP,32069596319.39,0.6949,2021-07-04
7,8,USDCUSD Coin,USDC,25511718609.01,0.9995,2021-07-04
8,9,DOTPolkadot,DOT,15335470065.5,16.01,2021-07-04
9,10,UNIUniswap,UNI,12198611170.77,20.77,2021-07-04
10,11,BUSDBinance USD,BUSD,10676277026.37,0.9994,2021-07-04
11,12,BCHBitcoin Cash,BCH,9886724704.55,526.43,2021-07-04
12,13,LTCLitecoin,LTC,9672815312.51,144.91,2021-07-04
13,14,SOLSolana,SOL,9354354086.57,34.31,2021-07-04
14,15,LINKChainlink,LINK,8418044028.48,19.26,2021-07-04
15,16,MATICPolygon,MATIC,7235477777.71,1.15,2021-07-04
16,17,WBTCWrapped Bitcoin,WBTC,6912400825.23,35289.76,2021-07-04
17,18,ETCEthereum Classic,ETC,6542118089.1,56.25,2021-07-04
18,19,THETATHETA,THETA,6350154401.21,6.35,2021-07-04
19,20,ICPInternet Computer,ICP,6413946278.18,46.85,2021-07-04
