,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,159769423369.73,8994.49,2019-06-16
1,2,ETHEthereum,ETH,28677606760.17,269.22,2019-06-16
2,3,XRPXRP,XRP,18170284661.1,0.4275,2019-06-16
3,4,LTCLitecoin,LTC,8536706966.92,137.12,2019-06-16
4,5,BCHBitcoin Cash,BCH,7642032028.34,428.32,2019-06-16
5,6,EOSEOS,EOS,6429801584.97,6.99,2019-06-16
6,7,BNBBinance Coin,BNB,4574470639.88,32.4,2019-06-16
7,8,BSVBitcoin SV,BSV,3785005960.4,212.17,2019-06-16
8,9,USDTTether,USDT,3479357226.75,1.0,2019-06-16
9,10,XLMStellar,XLM,2519495194.74,0.1298,2019-06-16
10,11,ADACardano,ADA,2393611253.66,0.09232,2019-06-16
11,12,TRXTRON,TRX,2201165026.89,0.03301,2019-06-16
12,13,XMRMonero,XMR,1634068688.96,95.86,2019-06-16
13,14,DASHDash,DASH,1389627506.57,156.69,2019-06-16
14,15,ATOMCosmos,ATOM,1285689467.57,6.74,2019-06-16
15,16,MIOTAIOTA,MIOTA,1242215036.34,0.4469,2019-06-16
16,17,NEONeo,NEO,990993090.69,14.05,2019-06-16
17,18,ETCEthereum Classic,ETC,967075643.77,8.69,2019-06-16
18,19,XTZTezos,XTZ,851067754.69,1.29,2019-06-16
19,20,XEMNEM,XEM,787226989.42,0.08747,2019-06-16
