,Rank,Name,Symbol,Market Cap,Price,Date
0,1,Bitcoin,BTC,401157940864.19,21027.30,26/06/2022
1,2,Ethereum,ETH,145556215206.34,1199.83,26/06/2022
2,3,Tether,USDT,66827166314.20,0.9994,26/06/2022
3,4,USD Coin,USDC,55876331532.71,0.9998,26/06/2022
4,5,BNB,BNB,38183748927.97,233.86,26/06/2022
5,6,XRP,XRP,17348594104.59,0.3589,26/06/2022
6,7,Binance USD,BUSD,17374825904.26,1.00,26/06/2022
7,8,Cardano,ADA,16527043912.82,0.4897,26/06/2022
8,9,Solana,SOL,13507861443.26,39.41,26/06/2022
9,10,Dogecoin,DOGE,9708405808.70,0.07318,26/06/2022
10,11,Polkadot,DOT,7738240731.06,7.84,26/06/2022
11,12,Dai,DAI,6782260868.22,0.9996,26/06/2022
12,13,Shiba Inu,SHIB,6033779546.96,0.00001099,26/06/2022
13,14,TRON,TRX,6009178176.49,0.06496,26/06/2022
14,15,UNUS SED LEO,LEO,5635208892.34,5.91,26/06/2022
15,16,Avalanche,AVAX,5549945968.05,19.69,26/06/2022
16,17,Wrapped Bitcoin,WBTC,5568141302.90,21009.58,26/06/2022
17,18,Polygon,MATIC,4486627307.06,0.5607,26/06/2022
18,19,Uniswap,UNI,4111567318.61,5.60,26/06/2022
19,20,Litecoin,LTC,4014947870.26,56.88,26/06/2022
