,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,671652557855.13,35862.38,2021-06-06
1,2,ETHEthereum,ETH,315453931557.77,2715.09,2021-06-06
2,3,USDTTether,USDT,62298516610.6,1.0,2021-06-06
3,4,BNBBinance Coin,BNB,60424976235.95,393.82,2021-06-06
4,5,ADACardano,ADA,53617195304.14,1.68,2021-06-06
5,6,DOGEDogecoin,DOGE,48302113585.76,0.3718,2021-06-06
6,7,XRPXRP,XRP,43625920334.92,0.9453,2021-06-06
7,8,USDCUSD Coin,USDC,23003536496.45,1.0,2021-06-06
8,9,DOTPolkadot,DOT,22881676131.14,24.2,2021-06-06
9,10,UNIUniswap,UNI,14639766964.58,25.91,2021-06-06
10,11,ICPInternet Computer,ICP,12979977210.25,104.59,2021-06-06
11,12,BCHBitcoin Cash,BCH,12332675566.51,657.5,2021-06-06
12,13,LINKChainlink,LINK,11874992855.91,27.55,2021-06-06
13,14,LTCLitecoin,LTC,11791108474.36,176.64,2021-06-06
14,15,SOLSolana,SOL,11534847407.95,42.31,2021-06-06
15,16,MATICPolygon,MATIC,9958530384.05,1.58,2021-06-06
16,17,BUSDBinance USD,BUSD,9653439792.24,1.0,2021-06-06
17,18,XLMStellar,XLM,8817021792.17,0.3813,2021-06-06
18,19,THETATHETA,THETA,8852311539.98,8.85,2021-06-06
19,20,VETVeChain,VET,8272740047.19,0.1286,2021-06-06
