,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,1124635848775.45,60204.96,2021-04-11
1,2,ETHEthereum,ETH,249059103191.91,2157.66,2021-04-11
2,3,BNBBinance Coin,BNB,81189295175.02,525.39,2021-04-11
3,4,XRPXRP,XRP,61773544985.42,1.36,2021-04-11
4,5,USDTTether,USDT,44521618210.48,1.0,2021-04-11
5,6,ADACardano,ADA,40470031448.36,1.27,2021-04-11
6,7,DOTPolkadot,DOT,38470489156.56,41.42,2021-04-11
7,8,LTCLitecoin,LTC,16930713065.35,253.63,2021-04-11
8,9,UNIUniswap,UNI,15689099387.79,29.98,2021-04-11
9,10,LINKChainlink,LINK,14212461608.28,33.92,2021-04-11
10,11,XLMStellar,XLM,13432941770.04,0.5888,2021-04-11
11,12,BCHBitcoin Cash,BCH,13030518062.53,696.61,2021-04-11
12,13,THETATHETA,THETA,12226852812.92,12.23,2021-04-11
13,14,FILFilecoin,FIL,11800831100.12,179.18,2021-04-11
14,15,USDCUSD Coin,USDC,11065073073.51,1.0,2021-04-11
15,16,DOGEDogecoin,DOGE,9640258365.92,0.07465,2021-04-11
16,17,VETVeChain,VET,8987613626.22,0.1397,2021-04-11
17,18,WBTCWrapped Bitcoin,WBTC,8779619596.92,60154.7,2021-04-11
18,19,TRXTRON,TRX,8767748385.55,0.1224,2021-04-11
19,20,SOLSolana,SOL,7542139623.19,27.93,2021-04-11
