,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,134215145409.92,7424.29,2019-12-01
1,2,ETHEthereum,ETH,16443650814.39,151.19,2019-12-01
2,3,XRPXRP,XRP,9756884340.97,0.2253,2019-12-01
3,4,USDTTether,USDT,4118235661.15,1.0,2019-12-01
4,5,BCHBitcoin Cash,BCH,3922144119.0,216.17,2019-12-01
5,6,LTCLitecoin,LTC,3041545709.07,47.71,2019-12-01
6,7,EOSEOS,EOS,2618290742.23,2.78,2019-12-01
7,8,BNBBinance Coin,BNB,2410249227.29,15.5,2019-12-01
8,9,BSVBitcoin SV,BSV,1884411960.68,104.29,2019-12-01
9,10,XLMStellar,XLM,1164817487.42,0.05808,2019-12-01
10,11,TRXTRON,TRX,1063601685.2,0.01595,2019-12-01
11,12,ADACardano,ADA,1026365437.17,0.03959,2019-12-01
12,13,XMRMonero,XMR,928901682.79,53.59,2019-12-01
13,14,LEOUNUS SED LEO,LEO,920004249.02,0.9205,2019-12-01
14,15,XTZTezos,XTZ,828296390.47,1.25,2019-12-01
15,16,LINKChainlink,LINK,758496044.01,2.17,2019-12-01
16,17,ATOMCosmos,ATOM,726017955.02,3.81,2019-12-01
17,18,HTHuobi Token,HT,676072551.96,2.8,2019-12-01
18,19,NEONeo,NEO,655229253.43,9.29,2019-12-01
19,20,MIOTAIOTA,MIOTA,574237706.74,0.2066,2019-12-01
