,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,650686270744.27,34770.58,2021-05-23
1,2,ETHEthereum,ETH,244704904961.25,2109.58,2021-05-23
2,3,USDTTether,USDT,59533859940.62,1.0,2021-05-23
3,4,ADACardano,ADA,42345452943.9,1.33,2021-05-23
4,5,BNBBinance Coin,BNB,40344516407.09,262.95,2021-05-23
5,6,DOGEDogecoin,DOGE,39963404928.93,0.3081,2021-05-23
6,7,XRPXRP,XRP,36770599361.44,0.797,2021-05-23
7,8,ICPInternet Computer,ICP,17924544700.77,144.61,2021-05-23
8,9,DOTPolkadot,DOT,16949899549.34,18.03,2021-05-23
9,10,USDCUSD Coin,USDC,14386222481.21,1.0,2021-05-23
10,11,BCHBitcoin Cash,BCH,10424482331.72,556.14,2021-05-23
11,12,UNIUniswap,UNI,9523322177.02,16.84,2021-05-23
12,13,LTCLitecoin,LTC,9580263561.28,143.52,2021-05-23
13,14,LINKChainlink,LINK,8563775060.46,20.01,2021-05-23
14,15,BUSDBinance USD,BUSD,8616499779.1,1.0,2021-05-23
15,16,XLMStellar,XLM,8499029822.02,0.3678,2021-05-23
16,17,MATICPolygon,MATIC,6698067049.19,1.09,2021-05-23
17,18,SOLSolana,SOL,6731076772.71,24.69,2021-05-23
18,19,WBTCWrapped Bitcoin,WBTC,6344280848.31,34904.08,2021-05-23
19,20,ETCEthereum Classic,ETC,6044196831.23,51.96,2021-05-23
