,Rank,Name,Symbol,Market Cap,Price,Date
0,1,Bitcoin,BTC,687012848062.33,36276.80,23/01/2022
1,2,Ethereum,ETH,302389263380.59,2535.04,23/01/2022
2,3,Tether,USDT,78350199961.52,1.00,23/01/2022
3,4,BNB,BNB,63393933785.32,383.93,23/01/2022
4,5,USD Coin,USDC,47651385218.76,1.00,23/01/2022
5,6,Cardano,ADA,37644141351.37,1.12,23/01/2022
6,7,Solana,SOL,31336377846.28,99.58,23/01/2022
7,8,XRP,XRP,30014890499.04,0.63,23/01/2022
8,9,Terra,LUNA,28144622469.34,69.79,23/01/2022
9,10,Dogecoin,DOGE,18821109378.43,0.14,23/01/2022
10,11,Polkadot,DOT,18594909764.05,18.83,23/01/2022
11,12,Avalanche,AVAX,15847028100.44,64.73,23/01/2022
12,13,Binance USD,BUSD,14029380716.55,1.00,23/01/2022
13,14,Shiba Inu,SHIB,12325072655.08,0.00,23/01/2022
14,15,Polygon,MATIC,12037638847.97,1.62,23/01/2022
15,16,TerraUSD,UST,11095466743.10,1.00,23/01/2022
16,17,Wrapped Bitcoin,WBTC,9815456850.84,36278.64,23/01/2022
17,18,Cosmos,ATOM,9850236650.64,34.40,23/01/2022
18,19,Dai,DAI,9619016838.44,1.00,23/01/2022
19,20,Crypto.com Coin,CRO,9546822477.69,0.38,23/01/2022
