,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,198390717461.43,11786.35,2018-01-28
1,2,ETHEthereum,ETH,121201215540.25,1246.01,2018-01-28
2,3,XRPXRP,XRP,54219480887.89,1.4,2018-01-28
3,4,BCHBitcoin Cash,BCH,29576617427.6,1746.25,2018-01-28
4,5,ADACardano,ADA,17378564759.79,0.6703,2018-01-28
5,6,XLMStellar,XLM,11335893212.2,0.6344,2018-01-28
6,7,LTCLitecoin,LTC,10656048011.33,193.87,2018-01-28
7,8,NEONeo,NEO,9890158233.64,152.16,2018-01-28
8,9,EOSEOS,EOS,9516593397.78,15.02,2018-01-28
9,10,XEMNEM,XEM,9275057314.8,1.03,2018-01-28
10,11,MIOTAIOTA,MIOTA,7009374519.15,2.52,2018-01-28
11,12,DASHDash,DASH,6372785452.75,812.24,2018-01-28
12,13,XMRMonero,XMR,5200813331.87,332.17,2018-01-28
13,14,TRXTRON,TRX,4306169491.81,0.06549,2018-01-28
14,15,ICXICON,ICX,3576765276.19,9.41,2018-01-28
15,16,ETCEthereum Classic,ETC,3272203332.0,32.9,2018-01-28
16,17,QTUMQtum,QTUM,3231257159.0,43.76,2018-01-28
17,18,BTGBitcoin Gold,BTG,3176323586.78,189.16,2018-01-28
18,19,VENVechain [Token],VEN,3118611784.22,6.8,2018-01-28
19,20,PPTPopulous,PPT,2769607091.92,74.85,2018-01-28
