,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,35264179895.53,2155.8,2017-05-28
1,2,ETHEthereum,ETH,15689184269.78,170.51,2017-05-28
2,3,XRPXRP,XRP,8780281573.87,0.2296,2017-05-28
3,4,XEMNEM,XEM,1873133674.06,0.2081,2017-05-28
4,5,ETCEthereum Classic,ETC,1485172406.13,16.13,2017-05-28
5,6,LTCLitecoin,LTC,1242754871.3,24.22,2017-05-28
6,7,DASHDash,DASH,792047347.07,108.14,2017-05-28
7,8,XMRMonero,XMR,535614122.21,36.84,2017-05-28
8,9,BCNBytecoin,BCN,464423066.67,0.002539,2017-05-28
9,10,GNTGolem,GNT,396547548.32,0.4807,2017-05-28
10,11,XLMStellar,XLM,341743405.79,0.03536,2017-05-28
11,12,STRATStratis,STRAT,307323199.52,3.12,2017-05-28
12,13,DOGEDogecoin,DOGE,282586858.43,0.002579,2017-05-28
13,14,ZECZcash,ZEC,275469705.63,196.32,2017-05-28
14,15,WAVESWaves,WAVES,246542358.4,2.47,2017-05-28
15,16,GNOGnosis,GNO,231173127.77,209.28,2017-05-28
16,17,STEEMSteem,STEEM,224025436.98,0.9574,2017-05-28
17,18,REPAugur,REP,223680143.36,20.33,2017-05-28
18,19,SCSiacoin,SC,177903278.82,0.006738,2017-05-28
19,20,MAIDMaidSafeCoin,MAID,161748719.39,0.3574,2017-05-28
