,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,14834382392.91,919.5,2017-01-29
1,2,ETHEthereum,ETH,926552552.24,10.48,2017-01-29
2,3,XRPXRP,XRP,235949678.38,0.006402,2017-01-29
3,4,LTCLitecoin,LTC,190910486.68,3.85,2017-01-29
4,5,XMRMonero,XMR,175245126.28,12.66,2017-01-29
5,6,ETCEthereum Classic,ETC,114709675.12,1.3,2017-01-29
6,7,DASHDash,DASH,109461591.67,15.51,2017-01-29
7,8,MAIDMaidSafeCoin,MAID,60747729.97,0.1342,2017-01-29
8,9,REPAugur,REP,47787171.84,4.34,2017-01-29
9,10,XEMNEM,XEM,46473365.74,0.005164,2017-01-29
10,11,STEEMSteem,STEEM,37808563.53,0.1628,2017-01-29
11,12,ICNIconomi,ICN,34457001.33,0.3961,2017-01-29
12,13,FCTFactom,FCT,30103032.92,3.44,2017-01-29
13,14,GNTGolem,GNT,24209358.02,0.02952,2017-01-29
14,15,WAVESWaves,WAVES,23909516.63,0.2391,2017-01-29
15,16,DOGEDogecoin,DOGE,22045119.22,0.0002043,2017-01-29
16,17,ZECZcash,ZEC,21272583.11,38.67,2017-01-29
17,18,ARDRArdor,ARDR,20283942.54,0.0203,2017-01-29
18,19,DGDDigixDAO,DGD,19503429.41,9.75,2017-01-29
19,20,LSKLisk,LSK,16180170.3,0.1579,2017-01-29
