,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,131808021256.25,7720.25,2018-06-03
1,2,ETHEthereum,ETH,61740777136.86,618.33,2018-06-03
2,3,XRPXRP,XRP,26339121770.19,0.6712,2018-06-03
3,4,BCHBitcoin Cash,BCH,20088725030.36,1170.4,2018-06-03
4,5,EOSEOS,EOS,13102392599.23,14.62,2018-06-03
5,6,LTCLitecoin,LTC,7131021784.5,125.5,2018-06-03
6,7,ADACardano,ADA,5915377308.38,0.2282,2018-06-03
7,8,XLMStellar,XLM,5627963037.03,0.3029,2018-06-03
8,9,MIOTAIOTA,MIOTA,5018156390.68,1.81,2018-06-03
9,10,TRXTRON,TRX,4074959562.48,0.06198,2018-06-03
10,11,NEONeo,NEO,3667018203.74,56.42,2018-06-03
11,12,XMRMonero,XMR,2726017917.87,169.36,2018-06-03
12,13,DASHDash,DASH,2687149049.56,331.19,2018-06-03
13,14,USDTTether,USDT,2507379614.23,1.0,2018-06-03
14,15,XEMNEM,XEM,2375766902.9,0.264,2018-06-03
15,16,VENVechain [Token],VEN,2150163378.64,4.09,2018-06-03
16,17,BNBBinance Coin,BNB,1661131085.42,14.57,2018-06-03
17,18,ETCEthereum Classic,ETC,1657895539.89,16.25,2018-06-03
18,19,QTUMQtum,QTUM,1303843946.94,14.71,2018-06-03
19,20,OMGOmiseGO,OMG,1201876430.65,11.78,2018-06-03
