,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,64453368778.96,3673.84,2019-02-17
1,2,ETHEthereum,ETH,14014695489.54,133.6,2019-02-17
2,3,XRPXRP,XRP,12501307769.46,0.3034,2019-02-17
3,4,LTCLitecoin,LTC,2658324155.44,43.93,2019-02-17
4,5,EOSEOS,EOS,2611983793.64,2.88,2019-02-17
5,6,BCHBitcoin Cash,BCH,2197907884.57,124.69,2019-02-17
6,7,USDTTether,USDT,2023392364.04,1.0,2019-02-17
7,8,TRXTRON,TRX,1588228526.74,0.02382,2019-02-17
8,9,XLMStellar,XLM,1526481083.21,0.07961,2019-02-17
9,10,BNBBinance Coin,BNB,1301079823.0,9.22,2019-02-17
10,11,BSVBitcoin SV,BSV,1108140608.42,62.87,2019-02-17
11,12,ADACardano,ADA,1074721071.39,0.04145,2019-02-17
12,13,XMRMonero,XMR,807554570.83,48.07,2019-02-17
13,14,MIOTAIOTA,MIOTA,772095479.01,0.2778,2019-02-17
14,15,DASHDash,DASH,688790081.41,79.75,2019-02-17
15,16,NEONeo,NEO,545230967.38,8.39,2019-02-17
16,17,MKRMaker,MKR,536371150.99,536.37,2019-02-17
17,18,ETCEthereum Classic,ETC,452513075.04,4.18,2019-02-17
18,19,XEMNEM,XEM,376859105.58,0.04187,2019-02-17
19,20,ZECZcash,ZEC,307575942.4,51.98,2019-02-17
