,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,75812212996.3,4582.96,2017-09-03
1,2,ETHEthereum,ETH,32807154396.12,347.48,2017-09-03
2,3,BCHBitcoin Cash,BCH,10058458982.68,607.43,2017-09-03
3,4,XRPXRP,XRP,8773480074.61,0.2288,2017-09-03
4,5,LTCLitecoin,LTC,4054988819.86,76.84,2017-09-03
5,6,XEMNEM,XEM,2765377074.17,0.3073,2017-09-03
6,7,DASHDash,DASH,2685795201.47,356.39,2017-09-03
7,8,MIOTAIOTA,MIOTA,2067881447.56,0.744,2017-09-03
8,9,XMRMonero,XMR,1894074688.13,126.01,2017-09-03
9,10,ETCEthereum Classic,ETC,1767289071.77,18.57,2017-09-03
10,11,NEONeo,NEO,1515941429.14,30.32,2017-09-03
11,12,OMGOmiseGO,OMG,1039044898.19,10.57,2017-09-03
12,13,QTUMQtum,QTUM,902192316.06,15.29,2017-09-03
13,14,BCCBitConnect,BCC,862984958.52,130.99,2017-09-03
14,15,LSKLisk,LSK,790981247.95,7.08,2017-09-03
15,16,HCHyperCash,HC,700440362.55,20.85,2017-09-03
16,17,STRATStratis,STRAT,649130440.12,6.59,2017-09-03
17,18,ZECZcash,ZEC,547669313.22,260.09,2017-09-03
18,19,WAVESWaves,WAVES,519635486.6,5.2,2017-09-03
19,20,EOSEOS,EOS,407130154.95,1.25,2017-09-03
