,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,181017665264.46,9934.43,2020-02-16
1,2,ETHEthereum,ETH,28518254585.36,259.89,2020-02-16
2,3,XRPXRP,XRP,12895529009.82,0.295,2020-02-16
3,4,BCHBitcoin Cash,BCH,7604392975.72,415.94,2020-02-16
4,5,BSVBitcoin SV,BSV,5225615842.17,285.87,2020-02-16
5,6,LTCLitecoin,LTC,4817137103.87,75.15,2020-02-16
6,7,USDTTether,USDT,4638989017.38,0.9993,2020-02-16
7,8,EOSEOS,EOS,4206364673.14,4.41,2020-02-16
8,9,BNBBinance Coin,BNB,3649884928.76,23.47,2020-02-16
9,10,XTZTezos,XTZ,2255211170.19,3.25,2020-02-16
10,11,ADACardano,ADA,1624425324.75,0.06265,2020-02-16
11,12,LINKChainlink,LINK,1576459991.97,4.5,2020-02-16
12,13,XMRMonero,XMR,1542623269.59,88.42,2020-02-16
13,14,XLMStellar,XLM,1515349949.35,0.07508,2020-02-16
14,15,TRXTRON,TRX,1497920272.92,0.02246,2020-02-16
15,16,HTHuobi Token,HT,1176630078.2,5.06,2020-02-16
16,17,ETCEthereum Classic,ETC,1120733694.2,9.64,2020-02-16
17,18,DASHDash,DASH,1042859779.2,111.78,2020-02-16
18,19,NEONeo,NEO,1042133346.07,14.77,2020-02-16
19,20,LEOUNUS SED LEO,LEO,967450343.27,0.9679,2020-02-16
