,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,179540253701.4,9758.85,2020-06-07
1,2,ETHEthereum,ETH,27276459502.4,245.17,2020-06-07
2,3,USDTTether,USDT,9215681003.7,1.0,2020-06-07
3,4,XRPXRP,XRP,8974728442.39,0.2034,2020-06-07
4,5,BCHBitcoin Cash,BCH,4687107479.81,254.34,2020-06-07
5,6,BSVBitcoin SV,BSV,3576181987.23,194.07,2020-06-07
6,7,LTCLitecoin,LTC,3029051320.83,46.67,2020-06-07
7,8,BNBBinance Coin,BNB,2713654464.64,17.45,2020-06-07
8,9,EOSEOS,EOS,2628357333.97,2.82,2020-06-07
9,10,ADACardano,ADA,2246692653.28,0.08665,2020-06-07
10,11,XTZTezos,XTZ,2115782949.69,2.89,2020-06-07
11,12,CROCrypto.com Coin,CRO,1873371767.36,0.108,2020-06-07
12,13,XLMStellar,XLM,1603256958.34,0.079,2020-06-07
13,14,LINKChainlink,LINK,1522476590.65,4.35,2020-06-07
14,15,LEOUNUS SED LEO,LEO,1244833512.33,1.25,2020-06-07
15,16,TRXTRON,TRX,1212213636.77,0.01818,2020-06-07
16,17,XMRMonero,XMR,1171616023.65,66.61,2020-06-07
17,18,HTHuobi Token,HT,975970463.99,4.43,2020-06-07
18,19,NEONeo,NEO,831035876.51,11.78,2020-06-07
19,20,ETCEthereum Classic,ETC,796352760.76,6.85,2020-06-07
