,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,60681847607.58,3464.01,2019-02-03
1,2,XRPXRP,XRP,12445862136.99,0.3024,2019-02-03
2,3,ETHEthereum,ETH,11254870706.43,107.49,2019-02-03
3,4,EOSEOS,EOS,2152844813.25,2.38,2019-02-03
4,5,BCHBitcoin Cash,BCH,2091663603.1,118.83,2019-02-03
5,6,USDTTether,USDT,2020950151.37,1.0,2019-02-03
6,7,LTCLitecoin,LTC,2016740847.84,33.44,2019-02-03
7,8,TRXTRON,TRX,1696159965.92,0.02544,2019-02-03
8,9,XLMStellar,XLM,1559217083.49,0.08135,2019-02-03
9,10,BSVBitcoin SV,BSV,1121559772.35,63.72,2019-02-03
10,11,ADACardano,ADA,985988168.05,0.03803,2019-02-03
11,12,BNBBinance Coin,BNB,870405723.23,6.74,2019-02-03
12,13,XMRMonero,XMR,719406512.16,42.9,2019-02-03
13,14,MIOTAIOTA,MIOTA,693384830.13,0.2495,2019-02-03
14,15,DASHDash,DASH,576039391.35,66.9,2019-02-03
15,16,NEONeo,NEO,456476196.3,7.02,2019-02-03
16,17,ETCEthereum Classic,ETC,423399621.39,3.92,2019-02-03
17,18,XEMNEM,XEM,353382891.86,0.03926,2019-02-03
18,19,USDCUSD Coin,USDC,302531642.04,1.01,2019-02-03
19,20,WAVESWaves,WAVES,281634095.5,2.82,2019-02-03
