,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,276634593972.51,16477.59,2018-01-07
1,2,XRPXRP,XRP,130853590978.56,3.38,2018-01-07
2,3,ETHEthereum,ETH,111670506535.05,1153.17,2018-01-07
3,4,BCHBitcoin Cash,BCH,47096266034.81,2786.88,2018-01-07
4,5,ADACardano,ADA,26147944637.95,1.01,2018-01-07
5,6,XEMNEM,XEM,16584480283.8,1.84,2018-01-07
6,7,LTCLitecoin,LTC,15766509797.32,288.45,2018-01-07
7,8,TRXTRON,TRX,13126926719.67,0.1997,2018-01-07
8,9,XLMStellar,XLM,12508160612.42,0.6996,2018-01-07
9,10,MIOTAIOTA,MIOTA,11314255332.03,4.07,2018-01-07
10,11,DASHDash,DASH,10032309521.82,1285.43,2018-01-07
11,12,EOSEOS,EOS,7375464636.66,12.52,2018-01-07
12,13,XMRMonero,XMR,7154342256.35,459.33,2018-01-07
13,14,NEONeo,NEO,6657898941.04,102.43,2018-01-07
14,15,QTUMQtum,QTUM,6328877477.53,85.77,2018-01-07
15,16,BTGBitcoin Gold,BTG,5062943203.7,302.25,2018-01-07
16,17,ETCEthereum Classic,ETC,4036612035.73,40.79,2018-01-07
17,18,LSKLisk,LSK,3983197347.79,34.11,2018-01-07
18,19,ICXICON,ICX,3754430020.84,9.92,2018-01-07
19,20,NANONano,NANO,3532219277.17,26.51,2018-01-07
