,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,148060284561.06,8108.12,2020-03-08
1,2,ETHEthereum,ETH,22079071206.52,200.69,2020-03-08
2,3,XRPXRP,XRP,9066135755.42,0.2069,2020-03-08
3,4,BCHBitcoin Cash,BCH,5060001279.95,276.2,2020-03-08
4,5,USDTTether,USDT,4687746177.07,1.01,2020-03-08
5,6,BSVBitcoin SV,BSV,3625901373.83,197.95,2020-03-08
6,7,LTCLitecoin,LTC,3323571635.85,51.73,2020-03-08
7,8,EOSEOS,EOS,2832740555.25,3.08,2020-03-08
8,9,BNBBinance Coin,BNB,2640090329.11,16.97,2020-03-08
9,10,XTZTezos,XTZ,1829363684.2,2.6,2020-03-08
10,11,LINKChainlink,LINK,1431384727.76,4.09,2020-03-08
11,12,ADACardano,ADA,1122415113.36,0.04329,2020-03-08
12,13,XLMStellar,XLM,1027960316.75,0.05074,2020-03-08
13,14,LEOUNUS SED LEO,LEO,991604550.48,0.9921,2020-03-08
14,15,TRXTRON,TRX,991275581.82,0.01487,2020-03-08
15,16,XMRMonero,XMR,985094218.52,56.37,2020-03-08
16,17,HTHuobi Token,HT,969497141.57,4.24,2020-03-08
17,18,ETCEthereum Classic,ETC,755313500.09,6.49,2020-03-08
18,19,CROCrypto.com Coin,CRO,726968495.22,0.05124,2020-03-08
19,20,NEONeo,NEO,714399873.3,10.13,2020-03-08
