,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,1081180416261.97,57248.46,2021-11-28
1,2,ETHEthereum,ETH,509016708179.06,4294.45,2021-11-28
2,3,BNBBinance Coin,BNB,101976683739.37,611.37,2021-11-28
3,4,USDTTether,USDT,73130412909.53,1.0,2021-11-28
4,5,SOLSolana,SOL,61015258055.83,200.68,2021-11-28
5,6,ADACardano,ADA,53063159815.76,1.59,2021-11-28
6,7,XRPXRP,XRP,45685317112.37,0.9688,2021-11-28
7,8,USDCUSD Coin,USDC,38387942291.41,0.9999,2021-11-28
8,9,DOTPolkadot,DOT,35320893262.35,35.77,2021-11-28
9,10,DOGEDogecoin,DOGE,27449446663.88,0.2075,2021-11-28
10,11,AVAXAvalanche,AVAX,24753981281.82,110.59,2021-11-28
11,12,SHIBSHIBA INU,SHIB,21466193295.14,3.91e-05,2021-11-28
12,13,LUNATerra,LUNA,19698712519.66,50.1,2021-11-28
13,14,CROCrypto.com Coin,CRO,19045906344.66,0.7539,2021-11-28
14,15,WBTCWrapped Bitcoin,WBTC,14183450977.94,56022.03,2021-11-28
15,16,LTCLitecoin,LTC,13770000646.31,199.35,2021-11-28
16,17,BUSDBinance USD,BUSD,12980404027.32,1.0,2021-11-28
17,18,UNIUniswap,UNI,12663569952.57,20.17,2021-11-28
18,19,MATICPolygon,MATIC,11598699396.46,1.65,2021-11-28
19,20,LINKChainlink,LINK,11593002817.85,24.82,2021-11-28
