,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,67475512827.39,3865.95,2018-12-30
1,2,XRPXRP,XRP,15076740856.33,0.3696,2018-12-30
2,3,ETHEthereum,ETH,14560066114.19,139.86,2018-12-30
3,4,BCHBitcoin Cash,BCH,2869903437.91,163.62,2018-12-30
4,5,EOSEOS,EOS,2430234521.47,2.68,2018-12-30
5,6,XLMStellar,XLM,2250048215.08,0.1174,2018-12-30
6,7,LTCLitecoin,LTC,1912263647.77,31.98,2018-12-30
7,8,USDTTether,USDT,1893629500.5,1.02,2018-12-30
8,9,BSVBitcoin SV,BSV,1553228295.25,88.56,2018-12-30
9,10,TRXTRON,TRX,1329143863.3,0.01995,2018-12-30
10,11,ADACardano,ADA,1122116467.72,0.04328,2018-12-30
11,12,MIOTAIOTA,MIOTA,1002877280.23,0.3608,2018-12-30
12,13,XMRMonero,XMR,806939516.43,48.36,2018-12-30
13,14,BNBBinance Coin,BNB,784234811.6,6.0,2018-12-30
14,15,DASHDash,DASH,698091182.88,81.79,2018-12-30
15,16,XEMNEM,XEM,619220627.98,0.0688,2018-12-30
16,17,ETCEthereum Classic,ETC,568817905.13,5.31,2018-12-30
17,18,NEONeo,NEO,527716102.54,8.12,2018-12-30
18,19,MKRMaker,MKR,347476493.39,477.15,2018-12-30
19,20,ZECZcash,ZEC,332048193.21,59.66,2018-12-30
