,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,105646529552.61,6173.23,2018-06-24
1,2,ETHEthereum,ETH,45897146732.03,457.67,2018-06-24
2,3,XRPXRP,XRP,18734914484.45,0.4774,2018-06-24
3,4,BCHBitcoin Cash,BCH,12890452772.55,749.37,2018-06-24
4,5,EOSEOS,EOS,7250008490.42,8.09,2018-06-24
5,6,LTCLitecoin,LTC,4614286041.69,80.78,2018-06-24
6,7,XLMStellar,XLM,3632490994.97,0.1936,2018-06-24
7,8,ADACardano,ADA,3440601749.48,0.1327,2018-06-24
8,9,TRXTRON,TRX,2791648541.92,0.04246,2018-06-24
9,10,MIOTAIOTA,MIOTA,2719109370.84,0.9783,2018-06-24
10,11,USDTTether,USDT,2620449534.83,1.01,2018-06-24
11,12,NEONeo,NEO,2032460889.82,31.27,2018-06-24
12,13,XMRMonero,XMR,1960474717.44,121.29,2018-06-24
13,14,DASHDash,DASH,1940518460.35,238.04,2018-06-24
14,15,BNBBinance Coin,BNB,1647627987.45,14.45,2018-06-24
15,16,ETCEthereum Classic,ETC,1526185902.99,14.88,2018-06-24
16,17,XEMNEM,XEM,1370936304.18,0.1523,2018-06-24
17,18,VENVechain [Token],VEN,1353856413.69,2.47,2018-06-24
18,19,OMGOmiseGO,OMG,798523869.19,7.83,2018-06-24
19,20,ONTOntology,ONT,771091145.32,5.1,2018-06-24
