,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,192970090354.71,10855.37,2019-06-23
1,2,ETHEthereum,ETH,32819043043.36,307.83,2019-06-23
2,3,XRPXRP,XRP,19903281582.06,0.4683,2019-06-23
3,4,LTCLitecoin,LTC,8536077179.26,136.88,2019-06-23
4,5,BCHBitcoin Cash,BCH,8481134641.45,475.02,2019-06-23
5,6,EOSEOS,EOS,6669765157.28,7.25,2019-06-23
6,7,BNBBinance Coin,BNB,5242513178.55,37.13,2019-06-23
7,8,BSVBitcoin SV,BSV,4237495801.84,237.37,2019-06-23
8,9,USDTTether,USDT,3520635647.66,0.9967,2019-06-23
9,10,ADACardano,ADA,2505704184.52,0.09664,2019-06-23
10,11,TRXTRON,TRX,2491855575.63,0.03737,2019-06-23
11,12,XLMStellar,XLM,2472276297.0,0.1274,2019-06-23
12,13,XMRMonero,XMR,1964078842.54,115.13,2019-06-23
13,14,LEOUNUS SED LEO,LEO,1878226067.04,1.88,2019-06-23
14,15,DASHDash,DASH,1548410613.0,174.36,2019-06-23
15,16,ATOMCosmos,ATOM,1297201137.51,6.8,2019-06-23
16,17,MIOTAIOTA,MIOTA,1248981682.72,0.4493,2019-06-23
17,18,NEONeo,NEO,1183242524.44,16.77,2019-06-23
18,19,ETCEthereum Classic,ETC,1033684279.46,9.28,2019-06-23
19,20,XEMNEM,XEM,817280305.06,0.09081,2019-06-23
