,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,16946921163.62,1047.87,2017-02-19
1,2,ETHEthereum,ETH,1136005587.41,12.76,2017-02-19
2,3,XRPXRP,XRP,217744959.24,0.005878,2017-02-19
3,4,LTCLitecoin,LTC,187593055.55,3.76,2017-02-19
4,5,XMRMonero,XMR,181243460.81,12.99,2017-02-19
5,6,DASHDash,DASH,160337876.76,22.55,2017-02-19
6,7,ETCEthereum Classic,ETC,108831948.7,1.22,2017-02-19
7,8,MAIDMaidSafeCoin,MAID,86427840.27,0.191,2017-02-19
8,9,XEMNEM,XEM,57168590.36,0.006352,2017-02-19
9,10,REPAugur,REP,57094432.83,5.19,2017-02-19
10,11,ICNIconomi,ICN,30215630.92,0.3473,2017-02-19
11,12,FCTFactom,FCT,28675455.91,3.28,2017-02-19
12,13,STEEMSteem,STEEM,27920640.91,0.1191,2017-02-19
13,14,USDTTether,USDT,24948452.9,0.9999,2017-02-19
14,15,WAVESWaves,WAVES,24091626.7,0.2409,2017-02-19
15,16,GNTGolem,GNT,23632449.36,0.02882,2017-02-19
16,17,DOGEDogecoin,DOGE,22470828.4,0.0002076,2017-02-19
17,18,ZECZcash,ZEC,21419629.02,30.58,2017-02-19
18,19,DGDDigixDAO,DGD,18642734.53,9.32,2017-02-19
19,20,ARDRArdor,ARDR,15874677.34,0.01589,2017-02-19
