,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,141427094606.61,8329.11,2018-04-15
1,2,ETHEthereum,ETH,52555416035.62,531.7,2018-04-15
2,3,XRPXRP,XRP,26702639267.28,0.6825,2018-04-15
3,4,BCHBitcoin Cash,BCH,13332957594.83,780.83,2018-04-15
4,5,LTCLitecoin,LTC,7407712992.14,132.04,2018-04-15
5,6,EOSEOS,EOS,6677275078.79,8.4,2018-04-15
6,7,ADACardano,ADA,5739987810.0,0.2214,2018-04-15
7,8,XLMStellar,XLM,5395703685.71,0.2907,2018-04-15
8,9,MIOTAIOTA,MIOTA,4642032153.5,1.67,2018-04-15
9,10,NEONeo,NEO,4571533927.92,70.33,2018-04-15
10,11,XEMNEM,XEM,3225218474.51,0.3584,2018-04-15
11,12,XMRMonero,XMR,3196612615.75,200.62,2018-04-15
12,13,DASHDash,DASH,3058232386.12,381.7,2018-04-15
13,14,TRXTRON,TRX,2825260151.01,0.04297,2018-04-15
14,15,USDTTether,USDT,2283944010.66,0.9986,2018-04-15
15,16,VENVechain [Token],VEN,1872737647.9,3.56,2018-04-15
16,17,ETCEthereum Classic,ETC,1695014070.17,16.75,2018-04-15
17,18,QTUMQtum,QTUM,1491518741.78,16.85,2018-04-15
18,19,BNBBinance Coin,BNB,1489239542.33,13.06,2018-04-15
19,20,OMGOmiseGO,OMG,1439113860.83,14.1,2018-04-15
