,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,145590374680.61,8104.19,2019-09-29
1,2,ETHEthereum,ETH,18405401314.94,170.5,2019-09-29
2,3,XRPXRP,XRP,10399003153.25,0.2414,2019-09-29
3,4,USDTTether,USDT,4131364185.29,1.01,2019-09-29
4,5,BCHBitcoin Cash,BCH,3974487247.26,220.43,2019-09-29
5,6,LTCLitecoin,LTC,3441861229.43,54.32,2019-09-29
6,7,EOSEOS,EOS,2611476257.42,2.8,2019-09-29
7,8,BNBBinance Coin,BNB,2380504959.59,15.31,2019-09-29
8,9,BSVBitcoin SV,BSV,1476698555.96,82.71,2019-09-29
9,10,XLMStellar,XLM,1168654373.02,0.05813,2019-09-29
10,11,LEOUNUS SED LEO,LEO,1045263883.3,1.05,2019-09-29
11,12,ADACardano,ADA,971890056.53,0.03749,2019-09-29
12,13,XMRMonero,XMR,967928070.54,56.16,2019-09-29
13,14,TRXTRON,TRX,893676568.87,0.0134,2019-09-29
14,15,HTHuobi Token,HT,759667874.35,3.09,2019-09-29
15,16,MIOTAIOTA,MIOTA,728991374.91,0.2623,2019-09-29
16,17,DASHDash,DASH,629405016.78,69.44,2019-09-29
17,18,LINKChainlink,LINK,601027004.32,1.72,2019-09-29
18,19,XTZTezos,XTZ,586346796.21,0.8879,2019-09-29
19,20,ETCEthereum Classic,ETC,521298768.75,4.58,2019-09-29
