,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,102482504137.01,6153.85,2017-10-29
1,2,ETHEthereum,ETH,29106822642.33,305.09,2017-10-29
2,3,XRPXRP,XRP,7813623295.68,0.2028,2017-10-29
3,4,BCHBitcoin Cash,BCH,7569660906.76,451.92,2017-10-29
4,5,LTCLitecoin,LTC,3060678891.61,57.11,2017-10-29
5,6,DASHDash,DASH,2172392016.98,283.93,2017-10-29
6,7,XEMNEM,XEM,1812029331.72,0.2013,2017-10-29
7,8,NEONeo,NEO,1804553623.2,27.76,2017-10-29
8,9,BCCBitConnect,BCC,1663736405.65,227.1,2017-10-29
9,10,XMRMonero,XMR,1355008229.45,88.65,2017-10-29
10,11,MIOTAIOTA,MIOTA,1122151362.22,0.4037,2017-10-29
11,12,ETCEthereum Classic,ETC,1052344514.2,10.86,2017-10-29
12,13,QTUMQtum,QTUM,767273499.22,10.42,2017-10-29
13,14,ADACardano,ADA,741692124.53,0.02861,2017-10-29
14,15,OMGOmiseGO,OMG,717320014.75,7.3,2017-10-29
15,16,ZECZcash,ZEC,587365419.84,234.33,2017-10-29
16,17,LSKLisk,LSK,556930023.56,4.88,2017-10-29
17,18,XLMStellar,XLM,503126631.72,0.03033,2017-10-29
18,19,USDTTether,USDT,452564083.28,1.0,2017-10-29
19,20,STRATStratis,STRAT,398253640.39,4.04,2017-10-29
