,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,19320529716.86,1187.87,2017-04-09
1,2,ETHEthereum,ETH,3918560858.25,43.27,2017-04-09
2,3,XRPXRP,XRP,1276312706.19,0.03402,2017-04-09
3,4,DASHDash,DASH,467186996.1,64.7,2017-04-09
4,5,LTCLitecoin,LTC,440413282.78,8.71,2017-04-09
5,6,XMRMonero,XMR,294982923.86,20.68,2017-04-09
6,7,ETCEthereum Classic,ETC,239351006.67,2.64,2017-04-09
7,8,XEMNEM,XEM,180135481.04,0.02002,2017-04-09
8,9,REPAugur,REP,110335945.13,10.03,2017-04-09
9,10,MAIDMaidSafeCoin,MAID,84873895.59,0.1875,2017-04-09
10,11,ZECZcash,ZEC,65783830.51,62.55,2017-04-09
11,12,GNTGolem,GNT,59143308.7,0.07213,2017-04-09
12,13,DCRDecred,DCR,55629185.39,11.99,2017-04-09
13,14,USDTTether,USDT,54948656.7,1.0,2017-04-09
14,15,PIVXPIVX,PIVX,44026827.95,0.8327,2017-04-09
15,16,STRATStratis,STRAT,41492230.22,0.4219,2017-04-09
16,17,DOGEDogecoin,DOGE,41443383.51,0.0003806,2017-04-09
17,18,WAVESWaves,WAVES,39276552.2,0.3928,2017-04-09
18,19,ICNIconomi,ICN,39095918.3,0.4494,2017-04-09
19,20,FCTFactom,FCT,38804423.01,4.43,2017-04-09
