,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,59378025802.44,3582.88,2017-09-17
1,2,ETHEthereum,ETH,23835922185.46,251.75,2017-09-17
2,3,BCHBitcoin Cash,BCH,6964753012.18,419.86,2017-09-17
3,4,XRPXRP,XRP,6840277227.12,0.1784,2017-09-17
4,5,LTCLitecoin,LTC,2568944683.8,48.49,2017-09-17
5,6,DASHDash,DASH,2373797302.2,313.84,2017-09-17
6,7,XEMNEM,XEM,1836606681.14,0.2041,2017-09-17
7,8,XMRMonero,XMR,1415252169.71,93.74,2017-09-17
8,9,MIOTAIOTA,MIOTA,1381554971.68,0.497,2017-09-17
9,10,NEONeo,NEO,992969322.2,19.86,2017-09-17
10,11,OMGOmiseGO,OMG,970512929.77,9.87,2017-09-17
11,12,ETCEthereum Classic,ETC,958397610.91,10.02,2017-09-17
12,13,BCCBitConnect,BCC,718350263.26,106.84,2017-09-17
13,14,LSKLisk,LSK,626100279.58,5.57,2017-09-17
14,15,QTUMQtum,QTUM,487785533.91,8.27,2017-09-17
15,16,USDTTether,USDT,445389074.57,1.01,2017-09-17
16,17,STRATStratis,STRAT,437694327.64,4.44,2017-09-17
17,18,ZECZcash,ZEC,384207577.14,174.18,2017-09-17
18,19,WAVESWaves,WAVES,364448094.37,3.64,2017-09-17
19,20,ARKArk,ARK,321753212.71,3.3,2017-09-17
