,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,143914269941.89,8495.78,2018-03-25
1,2,ETHEthereum,ETH,51598040699.17,524.29,2018-03-25
2,3,XRPXRP,XRP,25093610596.24,0.6419,2018-03-25
3,4,BCHBitcoin Cash,BCH,16473443673.1,966.88,2018-03-25
4,5,LTCLitecoin,LTC,8931031385.19,160.08,2018-03-25
5,6,EOSEOS,EOS,4901279855.34,6.52,2018-03-25
6,7,ADACardano,ADA,4786259578.45,0.1846,2018-03-25
7,8,XLMStellar,XLM,4450858715.69,0.24,2018-03-25
8,9,NEONeo,NEO,4252812156.68,65.43,2018-03-25
9,10,MIOTAIOTA,MIOTA,3672973499.3,1.32,2018-03-25
10,11,XMRMonero,XMR,3359773507.2,211.78,2018-03-25
11,12,DASHDash,DASH,3280915328.84,411.79,2018-03-25
12,13,TRXTRON,TRX,2979112198.45,0.04531,2018-03-25
13,14,XEMNEM,XEM,2599903285.21,0.2889,2018-03-25
14,15,USDTTether,USDT,2286422384.9,0.9997,2018-03-25
15,16,ETCEthereum Classic,ETC,1822601538.15,18.09,2018-03-25
16,17,VENVechain [Token],VEN,1740407221.37,3.35,2018-03-25
17,18,QTUMQtum,QTUM,1594742604.5,18.02,2018-03-25
18,19,ICXICON,ICX,1359310024.52,3.51,2018-03-25
19,20,BNBBinance Coin,BNB,1265701910.15,12.78,2018-03-25
