,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,18860276477.61,1165.2,2017-02-26
1,2,ETHEthereum,ETH,1296037259.53,14.52,2017-02-26
2,3,XRPXRP,XRP,210650146.54,0.005671,2017-02-26
3,4,DASHDash,DASH,200284954.59,28.11,2017-02-26
4,5,LTCLitecoin,LTC,191185411.76,3.83,2017-02-26
5,6,XMRMonero,XMR,166672354.97,11.89,2017-02-26
6,7,ETCEthereum Classic,ETC,111373908.95,1.25,2017-02-26
7,8,MAIDMaidSafeCoin,MAID,79468044.95,0.1756,2017-02-26
8,9,XEMNEM,XEM,58022966.14,0.006447,2017-02-26
9,10,REPAugur,REP,53985046.86,4.91,2017-02-26
10,11,ICNIconomi,ICN,29514290.93,0.3392,2017-02-26
11,12,STEEMSteem,STEEM,25908670.3,0.1097,2017-02-26
12,13,FCTFactom,FCT,25468760.6,2.91,2017-02-26
13,14,USDTTether,USDT,24951140.72,1.0,2017-02-26
14,15,ZECZcash,ZEC,22108230.44,29.45,2017-02-26
15,16,DOGEDogecoin,DOGE,21996634.37,0.0002031,2017-02-26
16,17,WAVESWaves,WAVES,21589741.11,0.2159,2017-02-26
17,18,GNTGolem,GNT,19438958.43,0.02371,2017-02-26
18,19,DGDDigixDAO,DGD,18874780.65,9.44,2017-02-26
19,20,ARDRArdor,ARDR,16513563.67,0.01653,2017-02-26
