,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,13234843181.35,821.8,2017-01-15
1,2,ETHEthereum,ETH,870948697.91,9.9,2017-01-15
2,3,XRPXRP,XRP,247328402.1,0.006726,2017-01-15
3,4,LTCLitecoin,LTC,193747482.6,3.93,2017-01-15
4,5,XMRMonero,XMR,148071626.46,10.76,2017-01-15
5,6,ETCEthereum Classic,ETC,104366381.58,1.19,2017-01-15
6,7,DASHDash,DASH,87076315.06,12.39,2017-01-15
7,8,MAIDMaidSafeCoin,MAID,48713593.87,0.1076,2017-01-15
8,9,REPAugur,REP,45280565.26,4.12,2017-01-15
9,10,XEMNEM,XEM,33006903.71,0.003667,2017-01-15
10,11,STEEMSteem,STEEM,32313161.75,0.1393,2017-01-15
11,12,ICNIconomi,ICN,31240581.13,0.3591,2017-01-15
12,13,FCTFactom,FCT,24459396.02,2.79,2017-01-15
13,14,WAVESWaves,WAVES,23728686.57,0.2373,2017-01-15
14,15,DOGEDogecoin,DOGE,22205626.59,0.0002061,2017-01-15
15,16,ZECZcash,ZEC,20309414.67,45.15,2017-01-15
16,17,DGDDigixDAO,DGD,18444757.46,9.22,2017-01-15
17,18,XLMStellar,XLM,16897129.41,0.002441,2017-01-15
18,19,LSKLisk,LSK,16418306.84,0.1611,2017-01-15
19,20,USDTTether,USDT,14951820.36,1.0,2017-01-15
