,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,62737274092.74,3583.97,2019-01-27
1,2,XRPXRP,XRP,12737591538.84,0.3094,2019-01-27
2,3,ETHEthereum,ETH,11861671822.01,113.41,2019-01-27
3,4,BCHBitcoin Cash,BCH,2161816591.47,122.9,2019-01-27
4,5,EOSEOS,EOS,2153656961.61,2.38,2019-01-27
5,6,USDTTether,USDT,2034836040.58,1.01,2019-01-27
6,7,LTCLitecoin,LTC,1962484749.3,32.59,2019-01-27
7,8,TRXTRON,TRX,1951984410.96,0.02928,2019-01-27
8,9,XLMStellar,XLM,1846070963.39,0.09632,2019-01-27
9,10,BSVBitcoin SV,BSV,1263392930.85,71.83,2019-01-27
10,11,ADACardano,ADA,1067363755.41,0.04117,2019-01-27
11,12,BNBBinance Coin,BNB,915621568.58,7.09,2019-01-27
12,13,XMRMonero,XMR,780207473.11,46.58,2019-01-27
13,14,MIOTAIOTA,MIOTA,767212408.53,0.276,2019-01-27
14,15,DASHDash,DASH,613474381.2,71.4,2019-01-27
15,16,NEONeo,NEO,482255538.34,7.42,2019-01-27
16,17,XEMNEM,XEM,474438962.32,0.05272,2019-01-27
17,18,ETCEthereum Classic,ETC,458658538.63,4.25,2019-01-27
18,19,USDCUSD Coin,USDC,333585021.91,1.01,2019-01-27
19,20,MKRMaker,MKR,315345642.25,433.03,2019-01-27
