,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,61082049548.78,3682.84,2017-09-24
1,2,ETHEthereum,ETH,26780648759.74,282.48,2017-09-24
2,3,BCHBitcoin Cash,BCH,6994246278.62,421.03,2017-09-24
3,4,XRPXRP,XRP,6740350718.06,0.1758,2017-09-24
4,5,LTCLitecoin,LTC,2527744022.99,47.62,2017-09-24
5,6,DASHDash,DASH,2514577587.79,331.85,2017-09-24
6,7,XEMNEM,XEM,1945387020.49,0.2162,2017-09-24
7,8,MIOTAIOTA,MIOTA,1449189531.07,0.5214,2017-09-24
8,9,XMRMonero,XMR,1354029615.78,89.5,2017-09-24
9,10,ETCEthereum Classic,ETC,1000440153.86,10.44,2017-09-24
10,11,NEONeo,NEO,989351367.95,19.79,2017-09-24
11,12,OMGOmiseGO,OMG,851296230.83,8.66,2017-09-24
12,13,BCCBitConnect,BCC,745907905.52,110.11,2017-09-24
13,14,LSKLisk,LSK,648344629.6,5.75,2017-09-24
14,15,QTUMQtum,QTUM,474497232.44,8.04,2017-09-24
15,16,ZECZcash,ZEC,463917366.97,205.63,2017-09-24
16,17,USDTTether,USDT,443779467.78,1.0,2017-09-24
17,18,WAVESWaves,WAVES,396756267.55,3.97,2017-09-24
18,19,STRATStratis,STRAT,391591841.8,3.97,2017-09-24
19,20,ARKArk,ARK,295827607.2,3.03,2017-09-24
