,Rank,Name,Symbol,Market Cap,Price,Date
0,1,BTCBitcoin,BTC,866636671661.82,46063.27,2021-09-12
1,2,ETHEthereum,ETH,400686506366.52,3410.13,2021-09-12
2,3,ADACardano,ADA,82681831819.46,2.58,2021-09-12
3,4,BNBBinance Coin,BNB,70059881720.23,416.68,2021-09-12
4,5,USDTTether,USDT,68319955757.67,0.9997,2021-09-12
5,6,XRPXRP,XRP,52158563410.69,1.12,2021-09-12
6,7,SOLSolana,SOL,51204891389.06,174.54,2021-09-12
7,8,DOTPolkadot,DOT,35329994513.65,35.77,2021-09-12
8,9,DOGEDogecoin,DOGE,32894764663.2,0.2506,2021-09-12
9,10,USDCUSD Coin,USDC,29218183032.74,0.9995,2021-09-12
10,11,LUNATerra,LUNA,15805551330.71,39.23,2021-09-12
11,12,UNIUniswap,UNI,14489119861.25,23.69,2021-09-12
12,13,LINKChainlink,LINK,13279698402.99,29.38,2021-09-12
13,14,AVAXAvalanche,AVAX,13054057024.24,59.26,2021-09-12
14,15,ALGOAlgorand,ALGO,12451347220.33,2.38,2021-09-12
15,16,BUSDBinance USD,BUSD,12462556427.2,0.9996,2021-09-12
16,17,LTCLitecoin,LTC,12231380256.24,183.23,2021-09-12
17,18,BCHBitcoin Cash,BCH,12198494777.03,647.33,2021-09-12
18,19,ICPInternet Computer,ICP,9683805217.73,59.54,2021-09-12
19,20,WBTCWrapped Bitcoin,WBTC,9396522679.73,46113.17,2021-09-12
